Species	gene	total_score	count	average_score
Drosophila_yakuba	rna-XM_002100508.3	201	2	100.5
Drosophila_yakuba	rna-XM_039370444.2	237	2	118.5
Drosophila_yakuba	rna-XM_039372243.1	190	2	95
Drosophila_yakuba	rna-XM_015189971.3	140	2	70
Drosophila_yakuba	rna-XM_002100643.3	333	2	166.5
Drosophila_yakuba	rna-XM_015190324.3	179	2	89.5
Drosophila_yakuba	rna-XM_002099636.3	47	2	23.5
Drosophila_yakuba	rna-XM_015190353.2	184	2	92
Drosophila_yakuba	rna-XM_039377119.1	1	2	0.5
Drosophila_yakuba	rna-XM_015190717.3	136	2	68
Drosophila_yakuba	rna-XM_015190357.3	22	1	22
Drosophila_yakuba	rna-XM_002100702.4	325	2	162.5
Drosophila_yakuba	rna-XM_002099613.4	179	2	89.5
Drosophila_yakuba	rna-XM_002099858.4	174	2	87
Drosophila_yakuba	rna-XM_039370141.2	96	2	48
Drosophila_yakuba	rna-XM_002099669.3	114	2	57
Drosophila_yakuba	rna-XM_002099862.4	174	2	87
Drosophila_yakuba	rna-XM_002100426.3	128	2	64
Drosophila_yakuba	rna-XM_002101101.4	203	2	101.5
Drosophila_yakuba	rna-XM_002101631.4	248	2	124
Drosophila_yakuba	rna-XM_039376256.2	167	2	83.5
Drosophila_yakuba	rna-XM_002101038.4	51	2	25.5
Drosophila_yakuba	rna-XM_015190063.3	36	2	18
Drosophila_yakuba	rna-XM_015190585.2	219	2	109.5
Drosophila_yakuba	rna-XM_015191131.2	5	1	5
Drosophila_yakuba	rna-XM_015190419.3	333	2	166.5
Drosophila_yakuba	rna-XM_002099632.4	41	2	20.5
Drosophila_yakuba	rna-XM_015190518.2	319	2	159.5
Drosophila_yakuba	rna-XM_039376253.2	169	2	84.5
Drosophila_yakuba	rna-XM_015190991.3	329	2	164.5
Drosophila_yakuba	rna-XM_002101320.3	16	2	8
Drosophila_yakuba	rna-XM_002101365.3	60	2	30
Drosophila_yakuba	rna-XM_002101939.4	143	2	71.5
Drosophila_yakuba	rna-XM_002100550.4	265	2	132.5
Drosophila_yakuba	rna-XM_002100084.4	142	2	71
Drosophila_yakuba	rna-XM_015190195.2	307	2	153.5
Drosophila_yakuba	rna-XM_002099570.3	84	2	42
Drosophila_yakuba	rna-XM_015190000.3	95	2	47.5
Drosophila_yakuba	rna-XM_039374866.1	280	2	140
Drosophila_yakuba	rna-XM_002101786.4	61	1	61
Drosophila_yakuba	rna-XM_002099743.3	190	2	95
Drosophila_yakuba	rna-XM_002100559.4	285	2	142.5
Drosophila_yakuba	rna-XM_015191332.3	31	1	31
Drosophila_yakuba	rna-XM_002100874.4	156	2	78
Drosophila_yakuba	rna-XM_015190690.3	69	2	34.5
Drosophila_yakuba	rna-XM_039377284.2	98	2	49
Drosophila_yakuba	rna-XM_002099746.3	190	2	95
Drosophila_yakuba	rna-XM_002099961.3	36	2	18
Drosophila_yakuba	rna-XM_015189917.3	195	2	97.5
Drosophila_yakuba	rna-XM_015190897.2	125	2	62.5
Drosophila_yakuba	rna-XM_002099975.4	10	2	5
Drosophila_yakuba	rna-XM_015190893.3	115	2	57.5
Drosophila_yakuba	rna-XM_039370641.2	328	2	164
Drosophila_yakuba	rna-XM_002100504.4	193	2	96.5
Drosophila_yakuba	rna-XM_039370124.2	332	2	166
Drosophila_yakuba	rna-XM_039370070.2	72	1	72
Drosophila_yakuba	rna-XM_015190580.3	218	2	109
Drosophila_yakuba	rna-XM_002099602.4	140	2	70
Drosophila_yakuba	rna-XM_002101091.4	182	2	91
Drosophila_yakuba	rna-XM_002101491.3	293	2	146.5
Drosophila_yakuba	rna-XM_002101014.4	20	2	10
Drosophila_yakuba	rna-XM_002100732.4	328	2	164
Drosophila_yakuba	rna-XM_002100518.4	219	2	109.5
Drosophila_yakuba	rna-XM_002100585.4	332	2	166
Drosophila_yakuba	rna-XM_015190642.2	79	2	39.5
Drosophila_yakuba	rna-XM_002100352.3	132	2	66
Drosophila_yakuba	rna-XM_002099742.4	190	2	95
Drosophila_yakuba	rna-XM_002100062.3	107	2	53.5
Drosophila_yakuba	rna-XM_002101480.4	264	2	132
Drosophila_yakuba	rna-XM_002100717.4	326	2	163
Drosophila_yakuba	rna-XM_039377115.1	27	1	27
Drosophila_yakuba	rna-XM_043206806.1	80	1	80
Drosophila_yakuba	rna-XM_015190009.2	44	1	44
Drosophila_yakuba	rna-XM_002100190.4	328	2	164
Drosophila_yakuba	rna-XM_039377188.1	220	2	110
Drosophila_yakuba	rna-XM_039376540.1	174	2	87
Drosophila_yakuba	rna-XM_039377770.2	288	2	144
Drosophila_yakuba	rna-XM_002101905.4	120	2	60
Drosophila_yakuba	rna-XM_039377748.2	221	1	221
Drosophila_yakuba	rna-XM_015190387.3	328	2	164
Drosophila_yakuba	rna-XM_002100934.3	96	2	48
Drosophila_yakuba	rna-XM_002099815.4	194	2	97
Drosophila_yakuba	rna-XM_002100298.4	161	2	80.5
Drosophila_yakuba	rna-XM_002101489.4	289	2	144.5
Drosophila_yakuba	rna-XM_002101089.3	178	2	89
Drosophila_yakuba	rna-XM_002100199.4	328	2	164
Drosophila_yakuba	rna-XM_002099944.3	54	2	27
Drosophila_yakuba	rna-XM_039377608.2	183	1	183
Drosophila_yakuba	rna-XM_002100991.4	35	2	17.5
Drosophila_yakuba	rna-XM_002100914.4	96	2	48
Drosophila_yakuba	rna-XM_002100277.3	203	2	101.5
Drosophila_yakuba	rna-XM_002101500.3	303	2	151.5
Drosophila_yakuba	rna-XM_002100419.4	128	2	64
Drosophila_yakuba	rna-XM_002099629.3	33	2	16.5
Drosophila_yakuba	rna-XM_002099822.4	184	2	92
Drosophila_yakuba	rna-XM_002099835.3	175	2	87.5
Drosophila_yakuba	rna-XM_039370120.1	67	2	33.5
Drosophila_yakuba	rna-XM_002100845.3	209	2	104.5
Drosophila_yakuba	rna-XM_015190938.2	275	2	137.5
Drosophila_yakuba	rna-XM_002101295.4	12	1	12
Drosophila_yakuba	rna-XM_002100010.3	39	2	19.5
Drosophila_yakuba	rna-XM_002099620.3	7	1	7
Drosophila_yakuba	rna-XM_015191101.3	103	2	51.5
Drosophila_yakuba	rna-XM_002099827.2	174	2	87
Drosophila_yakuba	rna-XM_002100147.3	274	2	137
Drosophila_yakuba	rna-XM_002101306.3	10	2	5
Drosophila_yakuba	rna-XM_002100357.4	132	2	66
Drosophila_yakuba	rna-XM_002099747.3	190	2	95
Drosophila_yakuba	rna-XM_039377477.2	64	1	64
Drosophila_yakuba	rna-XM_002101297.4	24	2	12
Drosophila_yakuba	rna-XM_002100968.4	89	2	44.5
Drosophila_yakuba	rna-XM_015191161.3	76	1	76
Drosophila_yakuba	rna-XM_002100952.4	96	2	48
Drosophila_yakuba	rna-XM_039370829.1	218	2	109
Drosophila_yakuba	rna-XM_039370094.2	150	1	150
Drosophila_yakuba	rna-XM_015189875.3	189	2	94.5
Drosophila_yakuba	rna-XM_015190083.1	150	2	75
Drosophila_yakuba	rna-XM_039373766.1	92	2	46
Drosophila_yakuba	rna-XM_002101513.4	325	2	162.5
Drosophila_yakuba	rna-XM_002099837.3	175	2	87.5
Drosophila_yakuba	rna-XM_002101319.4	14	2	7
Drosophila_yakuba	rna-XM_002100693.4	324	2	162
Drosophila_yakuba	rna-XM_002100314.2	132	2	66
Drosophila_yakuba	rna-XM_039374618.2	74	1	74
Drosophila_yakuba	rna-XM_002101718.4	171	2	85.5
Drosophila_yakuba	rna-XM_002101532.4	329	2	164.5
Drosophila_yakuba	rna-XM_015190553.3	218	2	109
Drosophila_yakuba	rna-XM_002100881.2	142	2	71
Drosophila_yakuba	rna-XM_015190359.3	235	2	117.5
Drosophila_yakuba	rna-XM_002100003.4	36	2	18
Drosophila_yakuba	rna-XM_002099667.3	110	2	55
Drosophila_yakuba	rna-XM_002101907.4	123	2	61.5
Drosophila_yakuba	rna-XM_002099973.4	14	2	7
Drosophila_yakuba	rna-XM_002100899.4	109	2	54.5
Drosophila_yakuba	rna-XM_002101424.4	181	2	90.5
Drosophila_yakuba	rna-XM_002086823.4	328	2	164
Drosophila_yakuba	rna-XM_002101362.4	54	2	27
Drosophila_yakuba	rna-XM_002100715.4	326	2	163
Drosophila_yakuba	rna-XM_002101358.4	53	2	26.5
Drosophila_yakuba	rna-XM_002099594.3	1	2	0.5
Drosophila_yakuba	rna-XM_002101148.3	272	2	136
Drosophila_yakuba	rna-XM_002099976.4	8	2	4
Drosophila_yakuba	rna-XM_039371081.2	328	2	164
Drosophila_yakuba	rna-XM_002101240.3	58	1	58
Drosophila_yakuba	rna-XM_002100890.4	126	2	63
Drosophila_yakuba	rna-XM_002100402.4	130	2	65
Drosophila_yakuba	rna-XM_002100002.3	36	2	18
Drosophila_yakuba	rna-XM_002100723.3	328	2	164
Drosophila_yakuba	rna-XM_002101533.3	329	2	164.5
Drosophila_yakuba	rna-XM_002101339.3	51	2	25.5
Drosophila_yakuba	rna-XM_002099817.4	194	2	97
Drosophila_yakuba	rna-XM_002101179.3	211	2	105.5
Drosophila_yakuba	rna-XM_002101906.4	54	1	54
Drosophila_yakuba	rna-XM_002101831.4	18	2	9
Drosophila_yakuba	rna-XM_039371223.1	192	2	96
Drosophila_yakuba	rna-XM_002099977.4	6	2	3
Drosophila_yakuba	rna-XM_002100471.4	165	2	82.5
Drosophila_yakuba	rna-XM_002100071.3	113	2	56.5
Drosophila_yakuba	rna-XM_015190350.2	184	2	92
Drosophila_yakuba	rna-XM_039372339.1	328	2	164
Drosophila_yakuba	rna-XM_002100564.4	297	2	148.5
Drosophila_yakuba	rna-XM_002101452.3	225	2	112.5
Drosophila_yakuba	rna-XM_002100640.3	333	2	166.5
Drosophila_yakuba	rna-XM_002099658.4	90	2	45
Drosophila_yakuba	rna-XM_002102011.4	19	1	19
Drosophila_yakuba	rna-XM_043206921.1	218	2	109
Drosophila_yakuba	rna-XM_002100697.4	325	2	162.5
Drosophila_yakuba	rna-XM_002100020.4	39	2	19.5
Drosophila_yakuba	rna-XM_002101293.4	16	1	16
Drosophila_yakuba	rna-XM_002099774.4	194	2	97
Drosophila_yakuba	rna-XM_002100007.4	39	2	19.5
Drosophila_yakuba	rna-XM_015189915.3	195	2	97.5
Drosophila_yakuba	rna-XM_002099663.3	100	2	50
Drosophila_yakuba	rna-XM_043207219.1	104	2	52
Drosophila_yakuba	rna-XM_002099619.4	6	1	6
Drosophila_yakuba	rna-XM_002100429.3	128	2	64
Drosophila_yakuba	rna-XM_002101875.4	72	2	36
Drosophila_yakuba	rna-XM_039377166.1	1	2	0.5
Drosophila_yakuba	rna-XM_039373066.1	240	2	120
Drosophila_yakuba	rna-XM_002101909.3	127	2	63.5
Drosophila_yakuba	rna-XM_002099633.4	43	2	21.5
Drosophila_yakuba	rna-XM_039372959.2	20	2	10
Drosophila_yakuba	rna-XM_002100646.4	333	2	166.5
Drosophila_yakuba	rna-XM_002101337.4	48	2	24
Drosophila_yakuba	rna-XM_015191089.3	138	2	69
Drosophila_yakuba	rna-XM_015191034.2	219	2	109.5
Drosophila_yakuba	rna-XM_039371183.1	55	2	27.5
Drosophila_yakuba	rna-XM_002100364.3	132	2	66
Drosophila_yakuba	rna-XM_002099866.4	174	2	87
Drosophila_yakuba	rna-XM_015190484.2	328	2	164
Drosophila_yakuba	rna-XM_002100035.3	51	2	25.5
Drosophila_yakuba	rna-XM_015190467.2	327	2	163.5
Drosophila_yakuba	rna-XM_002099612.4	177	2	88.5
Drosophila_yakuba	rna-XM_002100703.4	325	2	162.5
Drosophila_yakuba	rna-XM_039370220.2	333	2	166.5
Drosophila_yakuba	rna-XM_002100514.4	213	2	106.5
Drosophila_yakuba	rna-XM_002101418.3	165	2	82.5
Drosophila_yakuba	rna-XM_002101018.4	20	2	10
Drosophila_yakuba	rna-XM_039377654.1	328	2	164
Drosophila_yakuba	rna-XM_002099795.3	195	2	97.5
Drosophila_yakuba	rna-XM_002099863.4	174	2	87
Drosophila_yakuba	rna-XM_002101757.3	169	2	84.5
Drosophila_yakuba	rna-XM_002100706.4	325	2	162.5
Drosophila_yakuba	rna-XM_015190466.3	219	1	219
Drosophila_yakuba	rna-XM_015191414.2	1	2	0.5
Drosophila_yakuba	rna-XM_015190760.2	120	1	120
Drosophila_yakuba	rna-XM_002101317.3	12	2	6
Drosophila_yakuba	rna-XM_002100015.4	39	2	19.5
Drosophila_yakuba	rna-XM_002099660.4	94	2	47
Drosophila_yakuba	rna-XM_002101299.3	20	2	10
Drosophila_yakuba	rna-XM_039377778.1	154	1	154
Drosophila_yakuba	rna-XM_002100681.4	324	2	162
Drosophila_yakuba	rna-XM_002101050.4	93	2	46.5
Drosophila_yakuba	rna-XM_002100849.4	201	2	100.5
Drosophila_yakuba	rna-XM_002101584.4	314	2	157
Drosophila_yakuba	rna-XM_002101567.4	332	2	166
Drosophila_yakuba	rna-XM_039370742.1	271	2	135.5
Drosophila_yakuba	rna-XM_015190737.3	195	2	97.5
Drosophila_yakuba	rna-XM_002099830.4	173	2	86.5
Drosophila_yakuba	rna-XM_039370182.2	33	1	33
Drosophila_yakuba	rna-XM_002101505.4	315	2	157.5
Drosophila_yakuba	rna-XM_015191303.3	75	2	37.5
Drosophila_yakuba	rna-XM_015191055.3	171	2	85.5
Drosophila_yakuba	rna-XM_002101059.4	72	1	72
Drosophila_yakuba	rna-XM_002100423.4	128	2	64
Drosophila_yakuba	rna-XM_039377099.1	70	2	35
Drosophila_yakuba	rna-XM_002100878.4	148	2	74
Drosophila_yakuba	rna-XM_002101954.3	108	2	54
Drosophila_yakuba	rna-XM_015191306.3	78	2	39
Drosophila_yakuba	rna-XM_002100840.4	216	2	108
Drosophila_yakuba	rna-XM_015190538.3	247	2	123.5
Drosophila_yakuba	rna-XM_002100985.4	51	2	25.5
Drosophila_yakuba	rna-XM_002101369.4	70	2	35
Drosophila_yakuba	rna-XM_002100892.4	122	2	61
Drosophila_yakuba	rna-XM_002100400.4	130	2	65
Drosophila_yakuba	rna-XM_002100699.3	325	2	162.5
Drosophila_yakuba	rna-XM_002101566.4	332	2	166
Drosophila_yakuba	rna-XM_002101242.3	85	2	42.5
Drosophila_yakuba	rna-XM_039373251.2	327	2	163.5
Drosophila_yakuba	rna-XM_015191194.3	96	2	48
Drosophila_yakuba	rna-XM_002100382.4	130	2	65
Drosophila_yakuba	rna-XM_015190430.2	324	2	162
Drosophila_yakuba	rna-XM_002100027.3	42	2	21
Drosophila_yakuba	rna-XM_002101172.3	225	2	112.5
Drosophila_yakuba	rna-XM_002101332.3	38	2	19
Drosophila_yakuba	rna-XM_002101360.4	53	2	26.5
Drosophila_yakuba	rna-XM_015190058.2	33	2	16.5
Drosophila_yakuba	rna-XM_002099575.4	84	2	42
Drosophila_yakuba	rna-XM_002101510.3	325	2	162.5
Drosophila_yakuba	rna-XM_015190405.3	332	2	166
Drosophila_yakuba	rna-XM_002101752.4	169	2	84.5
Drosophila_yakuba	rna-XM_039377635.1	195	2	97.5
Drosophila_yakuba	rna-XM_039377856.2	22	1	22
Drosophila_yakuba	rna-XM_039370203.2	163	2	81.5
Drosophila_yakuba	rna-XM_039377829.1	328	2	164
Drosophila_yakuba	rna-XM_039377167.1	1	2	0.5
Drosophila_yakuba	rna-XM_015190147.2	327	2	163.5
Drosophila_yakuba	rna-XM_002100959.4	96	2	48
Drosophila_yakuba	rna-XM_002101530.4	329	2	164.5
Drosophila_yakuba	rna-XM_002101562.3	331	2	165.5
Drosophila_yakuba	rna-XM_002100454.4	131	2	65.5
Drosophila_yakuba	rna-XM_002100328.4	132	2	66
Drosophila_yakuba	rna-XM_002099948.3	54	2	27
Drosophila_yakuba	rna-XM_002101176.4	217	2	108.5
Drosophila_yakuba	rna-XM_002101336.4	46	2	23
Drosophila_yakuba	rna-XM_002101915.4	64	1	64
Drosophila_yakuba	rna-XM_002099970.3	18	2	9
Drosophila_yakuba	rna-XM_002101753.3	169	2	84.5
Drosophila_yakuba	rna-XM_002101333.4	40	2	20
Drosophila_yakuba	rna-XM_015189929.2	173	2	86.5
Drosophila_yakuba	rna-XM_002101173.4	223	2	111.5
Drosophila_yakuba	rna-XM_043206813.1	96	2	48
Drosophila_yakuba	rna-XM_039377105.1	57	2	28.5
Drosophila_yakuba	rna-XM_002100383.3	130	2	65
Drosophila_yakuba	rna-XM_002101756.3	171	2	85.5
Drosophila_yakuba	rna-XM_002085973.4	11	1	11
Drosophila_yakuba	rna-XM_002100524.3	231	2	115.5
Drosophila_yakuba	rna-XM_002100645.4	333	2	166.5
Drosophila_yakuba	rna-XM_015191057.2	171	2	85.5
Drosophila_yakuba	rna-XM_002099598.3	124	2	62
Drosophila_yakuba	rna-XM_002101873.4	70	2	35
Drosophila_yakuba	rna-XM_015190957.3	133	1	133
Drosophila_yakuba	rna-XM_002100767.4	328	2	164
Drosophila_yakuba	rna-XM_002099829.4	173	2	86.5
Drosophila_yakuba	rna-XM_002101876.4	74	2	37
Drosophila_yakuba	rna-XM_002100412.4	129	2	64.5
Drosophila_yakuba	rna-XM_039377834.2	77	1	77
Drosophila_yakuba	rna-XM_002100705.4	325	2	162.5
Drosophila_yakuba	rna-XM_015190640.3	85	2	42.5
Drosophila_yakuba	rna-XM_015190071.3	39	2	19.5
Drosophila_yakuba	rna-XM_002099820.4	188	2	94
Drosophila_yakuba	rna-XM_002101502.3	307	2	153.5
Drosophila_yakuba	rna-XM_015190275.2	129	2	64.5
Drosophila_yakuba	rna-XM_002099623.4	19	2	9.5
Drosophila_yakuba	rna-XM_002100013.4	39	2	19.5
Drosophila_yakuba	rna-XM_002101300.4	18	2	9
Drosophila_yakuba	rna-XM_002100016.4	39	2	19.5
Drosophila_yakuba	rna-XM_002100964.4	97	2	48.5
Drosophila_yakuba	rna-XM_002100469.4	161	2	80.5
Drosophila_yakuba	rna-XM_002101679.4	172	2	86
Drosophila_yakuba	rna-XM_015190465.3	326	2	163
Drosophila_yakuba	rna-XM_039376745.2	132	2	66
Drosophila_yakuba	rna-XM_039377772.2	290	2	145
Drosophila_yakuba	rna-XM_002100192.4	328	2	164
Drosophila_yakuba	rna-XM_002099792.4	195	2	97.5
Drosophila_yakuba	rna-XM_002100557.3	233	1	233
Drosophila_yakuba	rna-XM_002101082.3	158	2	79
Drosophila_yakuba	rna-XM_002101041.4	56	2	28
Drosophila_yakuba	rna-XM_002100032.4	43	1	43
Drosophila_yakuba	rna-XM_002101670.4	181	2	90.5
Drosophila_yakuba	rna-XM_002100432.3	128	2	64
Drosophila_yakuba	rna-XM_002100460.4	142	2	71
Drosophila_yakuba	rna-XM_002101714.4	171	2	85.5
Drosophila_yakuba	rna-XM_015191148.2	12	1	12
Drosophila_yakuba	rna-XM_015190924.3	252	2	126
Drosophila_yakuba	rna-XM_002099609.4	169	2	84.5
Drosophila_yakuba	rna-XM_002099740.4	189	2	94.5
Drosophila_yakuba	rna-XM_002100338.4	132	2	66
Drosophila_yakuba	rna-XM_002099778.4	194	2	97
Drosophila_yakuba	rna-XM_043207227.1	19	2	9.5
Drosophila_yakuba	rna-XM_002101936.3	65	1	65
Drosophila_yakuba	rna-XM_015189905.3	182	1	182
Drosophila_yakuba	rna-XM_002100279.4	199	2	99.5
Drosophila_yakuba	rna-XM_039372987.2	169	2	84.5
Drosophila_yakuba	rna-XM_039375798.1	35	1	35
Drosophila_yakuba	rna-XM_002101315.3	4	2	2
Drosophila_yakuba	rna-XM_015190727.2	170	2	85
Drosophila_yakuba	rna-XM_002100730.4	328	2	164
