Species	gene	total_score	count	average_score
Drosophila_santomea	rna-XM_039633729.2	98	2	49
Drosophila_santomea	rna-XM_039632415.2	480	2	240
Drosophila_santomea	rna-XM_039627005.2	128	2	64
Drosophila_santomea	rna-XM_039637353.1	1977	2	988.5
Drosophila_santomea	rna-XM_039638596.2	695	2	347.5
Drosophila_santomea	rna-XM_039624811.1	500	2	250
Drosophila_santomea	rna-XM_039624320.2	223	2	111.5
Drosophila_santomea	rna-XM_039631189.1	148	2	74
Drosophila_santomea	rna-XM_039641638.2	121	2	60.5
Drosophila_santomea	rna-XM_039632017.2	212	2	106
Drosophila_santomea	rna-XM_039635236.1	707	2	353.5
Drosophila_santomea	rna-XM_039634612.1	1696	2	848
Drosophila_santomea	rna-XM_039624351.2	380	2	190
Drosophila_santomea	rna-XM_039627407.2	278	2	139
Drosophila_santomea	rna-XM_039637813.2	836	2	418
Drosophila_santomea	rna-XM_039644615.2	334	2	167
Drosophila_santomea	rna-XM_039636049.2	1681	2	840.5
Drosophila_santomea	rna-XM_039636902.2	1404	2	702
Drosophila_santomea	rna-XM_039640253.2	1426	2	713
Drosophila_santomea	rna-XM_039643803.2	165	2	82.5
Drosophila_santomea	rna-XM_039632458.1	176	2	88
Drosophila_santomea	rna-XM_039637196.2	250	2	125
Drosophila_santomea	rna-XM_039631648.2	975	2	487.5
Drosophila_santomea	rna-XM_039634266.1	856	2	428
Drosophila_santomea	rna-XM_039640242.1	1983	2	991.5
Drosophila_santomea	rna-XM_039643227.2	113	2	56.5
Drosophila_santomea	rna-XM_039646039.2	874	2	437
Drosophila_santomea	rna-XM_039626247.2	151	2	75.5
Drosophila_santomea	rna-XM_039633715.2	653	2	326.5
Drosophila_santomea	rna-XM_039644285.2	39	2	19.5
Drosophila_santomea	rna-XM_039634078.2	326	2	163
Drosophila_santomea	rna-XM_039638363.1	253	2	126.5
Drosophila_santomea	rna-XM_039638500.2	1557	2	778.5
Drosophila_santomea	rna-XM_039632342.1	139	2	69.5
Drosophila_santomea	rna-XM_039640915.2	109	2	54.5
Drosophila_santomea	rna-XM_039643371.1	132	2	66
Drosophila_santomea	rna-XM_039641549.1	209	2	104.5
Drosophila_santomea	rna-XM_039623595.2	840	2	420
Drosophila_santomea	rna-XM_039632838.2	216	2	108
Drosophila_santomea	rna-XM_039627893.2	633	2	316.5
Drosophila_santomea	rna-XM_039638888.1	1112	2	556
Drosophila_santomea	rna-XM_039636331.2	2023	2	1011.5
Drosophila_santomea	rna-XM_039633402.2	624	2	312
Drosophila_santomea	rna-XM_039627116.2	339	1	339
Drosophila_santomea	rna-XM_039637272.1	1100	2	550
Drosophila_santomea	rna-XM_039645287.2	829	2	414.5
Drosophila_santomea	rna-XM_039623350.2	878	2	439
Drosophila_santomea	rna-XM_044006589.1	294	2	147
Drosophila_santomea	rna-XM_039635252.1	625	2	312.5
Drosophila_santomea	rna-XM_039622939.2	204	2	102
Drosophila_santomea	rna-XM_039643497.2	135	2	67.5
Drosophila_santomea	rna-XM_039625602.2	193	2	96.5
Drosophila_santomea	rna-XM_039632367.2	747	2	373.5
Drosophila_santomea	rna-XM_039639749.2	1770	2	885
Drosophila_santomea	rna-XM_039633806.1	524	2	262
Drosophila_santomea	rna-XM_039623795.2	193	2	96.5
Drosophila_santomea	rna-XM_039645255.2	48	2	24
Drosophila_santomea	rna-XM_039639324.1	1770	2	885
Drosophila_santomea	rna-XM_039644263.2	110	2	55
Drosophila_santomea	rna-XM_039642848.2	193	2	96.5
Drosophila_santomea	rna-XM_039626001.1	316	2	158
Drosophila_santomea	rna-XM_039646215.2	606	1	606
Drosophila_santomea	rna-XM_039643442.1	214	2	107
Drosophila_santomea	rna-XM_039640427.2	6	2	3
Drosophila_santomea	rna-XM_039626422.1	194	2	97
Drosophila_santomea	rna-XM_039630944.1	480	2	240
Drosophila_santomea	rna-XM_039637182.2	1292	2	646
Drosophila_santomea	rna-XM_039623537.2	752	2	376
Drosophila_santomea	rna-XM_039629181.2	148	2	74
Drosophila_santomea	rna-XM_039625645.2	317	2	158.5
Drosophila_santomea	rna-XM_039630572.2	649	2	324.5
Drosophila_santomea	rna-XM_039632580.2	312	2	156
Drosophila_santomea	rna-XM_039643453.2	256	2	128
Drosophila_santomea	rna-XM_039643846.2	331	2	165.5
Drosophila_santomea	rna-XM_039624952.1	253	2	126.5
Drosophila_santomea	rna-XM_039624662.1	243	2	121.5
Drosophila_santomea	rna-XM_039633021.2	654	1	654
Drosophila_santomea	rna-XM_039632471.1	148	2	74
Drosophila_santomea	rna-XM_039636301.1	706	2	353
Drosophila_santomea	rna-XM_039638393.1	1406	2	703
Drosophila_santomea	rna-XM_039645203.1	524	2	262
Drosophila_santomea	rna-XM_044005741.1	156	2	78
Drosophila_santomea	rna-XM_039629499.2	217	2	108.5
Drosophila_santomea	rna-XM_039637556.2	929	2	464.5
Drosophila_santomea	rna-XM_039632808.1	10	2	5
Drosophila_santomea	rna-XM_039624378.2	16	2	8
Drosophila_santomea	rna-XM_039636527.2	1868	2	934
Drosophila_santomea	rna-XM_039632780.2	1214	2	607
Drosophila_santomea	rna-XM_039623765.2	194	2	97
Drosophila_santomea	rna-XM_039628418.2	234	2	117
Drosophila_santomea	rna-XM_039645389.2	1	1	1
Drosophila_santomea	rna-XM_039638259.1	1112	2	556
Drosophila_santomea	rna-XM_039646204.2	498	2	249
Drosophila_santomea	rna-XM_039625877.2	286	2	143
Drosophila_santomea	rna-XM_039637434.2	706	2	353
Drosophila_santomea	rna-XM_039630061.2	126	2	63
Drosophila_santomea	rna-XM_039644175.1	54	2	27
Drosophila_santomea	rna-XM_039640934.1	41	2	20.5
Drosophila_santomea	rna-XM_039646472.2	380	2	190
Drosophila_santomea	rna-XM_039632269.2	206	2	103
Drosophila_santomea	rna-XM_039638228.2	1102	2	551
Drosophila_santomea	rna-XM_039637756.2	445	2	222.5
Drosophila_santomea	rna-XM_039623583.2	979	2	489.5
Drosophila_santomea	rna-XM_039631509.2	491	1	491
Drosophila_santomea	rna-XM_039640684.1	47	2	23.5
Drosophila_santomea	rna-XM_039636666.1	705	2	352.5
Drosophila_santomea	rna-XM_039631074.1	633	2	316.5
Drosophila_santomea	rna-XM_039628609.2	301	2	150.5
Drosophila_santomea	rna-XM_039623133.2	668	2	334
Drosophila_santomea	rna-XM_039646657.2	337	2	168.5
Drosophila_santomea	rna-XM_039635081.2	1623	2	811.5
Drosophila_santomea	rna-XM_039633456.1	652	2	326
Drosophila_santomea	rna-XM_039635206.2	2001	2	1000.5
Drosophila_santomea	rna-XM_039639608.2	1685	2	842.5
Drosophila_santomea	rna-XM_039643855.1	331	2	165.5
Drosophila_santomea	rna-XM_039636682.1	939	2	469.5
Drosophila_santomea	rna-XM_039640205.1	252	2	126
Drosophila_santomea	rna-XM_039625723.2	283	2	141.5
Drosophila_santomea	rna-XM_039641608.1	196	2	98
Drosophila_santomea	rna-XM_039640369.2	670	2	335
Drosophila_santomea	rna-XM_039630202.2	480	2	240
Drosophila_santomea	rna-XM_039643972.2	20	2	10
Drosophila_santomea	rna-XM_039629258.1	481	2	240.5
Drosophila_santomea	rna-XM_039635124.1	1271	2	635.5
Drosophila_santomea	rna-XM_039625656.1	129	2	64.5
Drosophila_santomea	rna-XM_039646774.2	633	2	316.5
Drosophila_santomea	rna-XM_039623379.1	457	2	228.5
Drosophila_santomea	rna-XM_039630311.2	281	2	140.5
Drosophila_santomea	rna-XM_039634644.1	36	2	18
Drosophila_santomea	rna-XM_039629731.2	318	2	159
Drosophila_santomea	rna-XM_039633852.2	776	2	388
Drosophila_santomea	rna-XM_039643544.1	86	2	43
Drosophila_santomea	rna-XM_039630474.2	945	2	472.5
Drosophila_santomea	rna-XM_039642140.2	290	2	145
Drosophila_santomea	rna-XM_039634020.2	1405	2	702.5
Drosophila_santomea	rna-XM_039625523.2	758	2	379
Drosophila_santomea	rna-XM_039624686.1	282	2	141
Drosophila_santomea	rna-XM_039623155.2	639	2	319.5
Drosophila_santomea	rna-XM_039636123.2	1404	2	702
Drosophila_santomea	rna-XM_039646663.2	648	2	324
Drosophila_santomea	rna-XM_039642931.2	215	2	107.5
Drosophila_santomea	rna-XM_039638498.2	1427	2	713.5
Drosophila_santomea	rna-XM_044005980.1	252	2	126
Drosophila_santomea	rna-XM_039633534.1	667	2	333.5
Drosophila_santomea	rna-XM_039643329.2	228	2	114
Drosophila_santomea	rna-XM_039624936.1	206	2	103
Drosophila_santomea	rna-XM_039634051.2	918	2	459
Drosophila_santomea	rna-XM_039627924.2	132	2	66
Drosophila_santomea	rna-XM_039637166.2	1900	2	950
Drosophila_santomea	rna-XM_039642681.2	96	2	48
Drosophila_santomea	rna-XM_039638180.1	1102	2	551
Drosophila_santomea	rna-XM_039623187.2	178	2	89
Drosophila_santomea	rna-XM_039638054.2	1406	2	703
Drosophila_santomea	rna-XM_039637532.2	633	2	316.5
Drosophila_santomea	rna-XM_039626709.1	254	2	127
Drosophila_santomea	rna-XM_039638766.2	189	2	94.5
Drosophila_santomea	rna-XM_039634481.2	706	2	353
Drosophila_santomea	rna-XM_039639041.2	382	1	382
Drosophila_santomea	rna-XM_039627909.2	82	1	82
Drosophila_santomea	rna-XM_039642163.2	71	2	35.5
Drosophila_santomea	rna-XM_039636980.2	1406	2	703
Drosophila_santomea	rna-XM_039631826.1	573	2	286.5
Drosophila_santomea	rna-XM_039634199.2	1405	2	702.5
Drosophila_santomea	rna-XM_039629215.2	148	2	74
Drosophila_santomea	rna-XM_039637305.2	1006	2	503
Drosophila_santomea	rna-XM_039628867.2	417	2	208.5
Drosophila_santomea	rna-XM_044005873.1	567	2	283.5
Drosophila_santomea	rna-XM_039646181.2	375	2	187.5
Drosophila_santomea	rna-XM_039631422.2	421	2	210.5
Drosophila_santomea	rna-XM_039636630.2	702	2	351
Drosophila_santomea	rna-XM_039642157.2	333	2	166.5
Drosophila_santomea	rna-XM_039623651.2	465	2	232.5
Drosophila_santomea	rna-XM_039623961.2	5	2	2.5
Drosophila_santomea	rna-XM_039635109.1	1030	2	515
Drosophila_santomea	rna-XM_039629126.1	130	2	65
Drosophila_santomea	rna-XM_039638566.2	250	2	125
Drosophila_santomea	rna-XM_039638132.2	1733	2	866.5
Drosophila_santomea	rna-XM_039629876.1	587	2	293.5
Drosophila_santomea	rna-XM_039627067.1	317	2	158.5
Drosophila_santomea	rna-XM_039642185.2	717	2	358.5
Drosophila_santomea	rna-XM_039635451.2	1426	2	713
Drosophila_santomea	rna-XM_039627035.1	283	2	141.5
Drosophila_santomea	rna-XM_039645023.2	1	1	1
Drosophila_santomea	rna-XM_039638627.1	822	2	411
Drosophila_santomea	rna-XM_039626881.1	287	2	143.5
Drosophila_santomea	rna-XM_039640971.1	58	2	29
Drosophila_santomea	rna-XM_039628853.2	3	2	1.5
Drosophila_santomea	rna-XM_039632556.1	324	2	162
Drosophila_santomea	rna-XM_039633312.1	89	1	89
Drosophila_santomea	rna-XM_039628338.2	631	2	315.5
Drosophila_santomea	rna-XM_039628446.2	303	2	151.5
Drosophila_santomea	rna-XM_039637471.2	461	2	230.5
Drosophila_santomea	rna-XM_039635831.1	1008	2	504
Drosophila_santomea	rna-XM_039624621.2	378	2	189
Drosophila_santomea	rna-XM_039641207.2	64	2	32
Drosophila_santomea	rna-XM_039628624.2	10	2	5
Drosophila_santomea	rna-XM_039631524.2	93	2	46.5
Drosophila_santomea	rna-XM_039639207.1	409	2	204.5
Drosophila_santomea	rna-XM_039632745.2	480	2	240
Drosophila_santomea	rna-XM_039627317.1	193	2	96.5
Drosophila_santomea	rna-XM_039630431.2	147	2	73.5
Drosophila_santomea	rna-XM_039646229.2	374	2	187
Drosophila_santomea	rna-XM_039629657.2	478	2	239
Drosophila_santomea	rna-XM_039624650.2	382	2	191
Drosophila_santomea	rna-XM_039624119.2	410	1	410
Drosophila_santomea	rna-XM_039639295.2	954	2	477
Drosophila_santomea	rna-XM_039622924.1	294	1	294
Drosophila_santomea	rna-XM_039632166.1	437	1	437
Drosophila_santomea	rna-XM_039643065.2	338	2	169
Drosophila_santomea	rna-XM_039625680.2	234	2	117
Drosophila_santomea	rna-XM_039631724.2	571	2	285.5
Drosophila_santomea	rna-XM_039632545.2	897	1	897
Drosophila_santomea	rna-XM_039640025.2	2037	2	1018.5
Drosophila_santomea	rna-XM_039634861.1	915	2	457.5
Drosophila_santomea	rna-XM_039645841.1	639	2	319.5
Drosophila_santomea	rna-XM_039640441.2	55	2	27.5
Drosophila_santomea	rna-XM_039643999.2	36	2	18
Drosophila_santomea	rna-XM_044005727.1	148	1	148
Drosophila_santomea	rna-XM_039623392.1	373	2	186.5
Drosophila_santomea	rna-XM_039638782.2	97	2	48.5
Drosophila_santomea	rna-XM_039644819.1	192	2	96
Drosophila_santomea	rna-XM_039629663.2	513	2	256.5
Drosophila_santomea	rna-XM_039633047.2	478	2	239
Drosophila_santomea	rna-XM_039630022.1	1068	2	534
Drosophila_santomea	rna-XM_039642904.1	212	2	106
Drosophila_santomea	rna-XM_039633889.2	761	1	761
Drosophila_santomea	rna-XM_039637280.2	634	2	317
Drosophila_santomea	rna-XM_039634013.1	1111	2	555.5
Drosophila_santomea	rna-XM_039636969.1	1108	2	554
Drosophila_santomea	rna-XM_039629079.2	837	2	418.5
Drosophila_santomea	rna-XM_039637769.2	1100	2	550
Drosophila_santomea	rna-XM_039634468.2	707	2	353.5
Drosophila_santomea	rna-XM_039644601.2	338	2	169
Drosophila_santomea	rna-XM_039624748.2	108	2	54
Drosophila_santomea	rna-XM_039627449.2	108	2	54
Drosophila_santomea	rna-XM_039646092.2	321	2	160.5
Drosophila_santomea	rna-XM_039630342.2	331	2	165.5
Drosophila_santomea	rna-XM_039630353.1	938	2	469
Drosophila_santomea	rna-XM_039639277.2	90	2	45
Drosophila_santomea	rna-XM_039631029.2	130	2	65
Drosophila_santomea	rna-XM_039637569.2	1675	2	837.5
Drosophila_santomea	rna-XM_039626383.1	309	2	154.5
Drosophila_santomea	rna-XM_039623988.2	130	2	65
Drosophila_santomea	rna-XM_039625710.1	67	1	67
Drosophila_santomea	rna-XM_039639707.2	249	2	124.5
Drosophila_santomea	rna-XM_039634700.2	1405	2	702.5
Drosophila_santomea	rna-XM_039637128.1	1483	2	741.5
Drosophila_santomea	rna-XM_039637878.1	1772	2	886
Drosophila_santomea	rna-XM_039630458.2	418	2	209
Drosophila_santomea	rna-XM_039635858.1	1776	2	888
Drosophila_santomea	rna-XM_039624989.1	255	1	255
Drosophila_santomea	rna-XM_039646231.1	364	2	182
Drosophila_santomea	rna-XM_039635333.1	269	2	134.5
Drosophila_santomea	rna-XM_039645978.1	109	2	54.5
Drosophila_santomea	rna-XM_039629274.1	180	2	90
Drosophila_santomea	rna-XM_039630429.1	74	1	74
Drosophila_santomea	rna-XM_039629806.2	144	2	72
Drosophila_santomea	rna-XM_039641795.2	5	1	5
Drosophila_santomea	rna-XM_039639321.1	86	2	43
Drosophila_santomea	rna-XM_044006804.1	47	2	23.5
Drosophila_santomea	rna-XM_039626579.2	205	2	102.5
Drosophila_santomea	rna-XM_039630094.2	146	2	73
Drosophila_santomea	rna-XM_039635179.2	1847	1	1847
Drosophila_santomea	rna-XM_039637610.2	1162	2	581
Drosophila_santomea	rna-XM_039635590.1	641	2	320.5
Drosophila_santomea	rna-XM_044006318.1	4	1	4
Drosophila_santomea	rna-XM_039635829.2	425	2	212.5
Drosophila_santomea	rna-XM_039623324.2	516	2	258
Drosophila_santomea	rna-XM_039642242.2	197	2	98.5
Drosophila_santomea	rna-XM_039640356.2	521	2	260.5
Drosophila_santomea	rna-XM_039628692.1	361	2	180.5
Drosophila_santomea	rna-XM_039642267.1	289	2	144.5
Drosophila_santomea	rna-XM_039646558.2	644	2	322
Drosophila_santomea	rna-XM_039642235.1	55	2	27.5
Drosophila_santomea	rna-XM_039625928.2	219	2	109.5
Drosophila_santomea	rna-XM_039636241.1	14	2	7
Drosophila_santomea	rna-XM_039634500.2	1108	2	554
Drosophila_santomea	rna-XM_039634363.1	189	2	94.5
Drosophila_santomea	rna-XM_044006815.1	16	2	8
Drosophila_santomea	rna-XM_039642399.1	67	2	33.5
Drosophila_santomea	rna-XM_039626015.1	111	2	55.5
Drosophila_santomea	rna-XM_039631106.2	569	2	284.5
Drosophila_santomea	rna-XM_039635387.1	878	2	439
Drosophila_santomea	rna-XM_039643411.1	1137	2	568.5
Drosophila_santomea	rna-XM_039622992.2	150	2	75
Drosophila_santomea	rna-XM_039623549.1	1138	2	569
Drosophila_santomea	rna-XM_039638282.1	374	2	187
Drosophila_santomea	rna-XM_039643374.1	132	2	66
Drosophila_santomea	rna-XM_039630415.1	1092	2	546
Drosophila_santomea	rna-XM_039639362.2	251	1	251
Drosophila_santomea	rna-XM_039641362.1	215	2	107.5
Drosophila_santomea	rna-XM_039640816.1	74	2	37
Drosophila_santomea	rna-XM_039632569.1	494	2	247
Drosophila_santomea	rna-XM_039636712.2	1108	2	554
Drosophila_santomea	rna-XM_039636803.1	411	2	205.5
