Species	gene	total_score	count	average_score
Drosophila_simulans	rna-XM_016176785.3	88	2	44
Drosophila_simulans	rna-XM_002102121.3	168	2	84
Drosophila_simulans	rna-XM_016176763.3	8	2	4
Drosophila_simulans	rna-XM_039296160.2	10	2	5
Drosophila_simulans	rna-XM_002080416.4	92	2	46
Drosophila_simulans	rna-XM_016168799.3	98	2	49
Drosophila_simulans	rna-XM_016175638.2	414	2	207
Drosophila_simulans	rna-XM_016178258.3	24	2	12
Drosophila_simulans	rna-XM_002085412.4	77	2	38.5
Drosophila_simulans	rna-XM_002078941.4	32	2	16
Drosophila_simulans	rna-XM_002076632.4	408	2	204
Drosophila_simulans	rna-XM_002082938.4	237	2	118.5
Drosophila_simulans	rna-XM_016177642.3	345	2	172.5
Drosophila_simulans	rna-XM_002104280.4	4	2	2
Drosophila_simulans	rna-XM_016183010.3	17	2	8.5
Drosophila_simulans	rna-XM_039292947.2	143	2	71.5
Drosophila_simulans	rna-XM_002084277.4	14	2	7
Drosophila_simulans	rna-XM_016171880.3	134	2	67
Drosophila_simulans	rna-XM_002079954.4	115	2	57.5
Drosophila_simulans	rna-XM_016167481.3	57	2	28.5
Drosophila_simulans	rna-XM_039297636.2	334	2	167
Drosophila_simulans	rna-XM_039292660.2	25	2	12.5
Drosophila_simulans	rna-XM_039298621.1	50	2	25
Drosophila_simulans	rna-XM_002083679.4	546	2	273
Drosophila_simulans	rna-XM_002077706.3	351	2	175.5
Drosophila_simulans	rna-XM_002081197.4	289	2	144.5
Drosophila_simulans	rna-XM_039293339.2	235	2	117.5
Drosophila_simulans	rna-XM_016182308.3	60	2	30
Drosophila_simulans	rna-XM_016167199.3	289	2	144.5
Drosophila_simulans	rna-XM_039295485.2	199	2	99.5
Drosophila_simulans	rna-XM_039297986.2	31	2	15.5
Drosophila_simulans	rna-XM_002083811.4	470	2	235
Drosophila_simulans	rna-XM_002104245.4	64	2	32
Drosophila_simulans	rna-XM_016176605.2	124	2	62
Drosophila_simulans	rna-XM_016171973.3	22	1	22
Drosophila_simulans	rna-XM_002078927.4	2	2	1
Drosophila_simulans	rna-XM_016183070.2	90	2	45
Drosophila_simulans	rna-XM_016182805.3	374	2	187
Drosophila_simulans	rna-XM_039291083.1	40	2	20
Drosophila_simulans	rna-XM_016171754.3	312	2	156
Drosophila_simulans	rna-XM_016173481.3	34	2	17
Drosophila_simulans	rna-XM_016176993.1	88	2	44
Drosophila_simulans	rna-XM_002102888.4	243	2	121.5
Drosophila_simulans	rna-XM_016175291.3	34	2	17
Drosophila_simulans	rna-XM_016170043.3	134	2	67
Drosophila_simulans	rna-XM_002105247.4	311	2	155.5
Drosophila_simulans	rna-XM_016176740.3	82	2	41
Drosophila_simulans	rna-XM_016169778.2	129	1	129
Drosophila_simulans	rna-XM_016168311.3	23	1	23
Drosophila_simulans	rna-XM_044923345.1	64	2	32
Drosophila_simulans	rna-XM_002081593.4	212	2	106
Drosophila_simulans	rna-XM_002104091.4	376	2	188
Drosophila_simulans	rna-XM_002077641.4	225	2	112.5
Drosophila_simulans	rna-XM_039292719.2	94	2	47
Drosophila_simulans	rna-XM_002084362.4	170	2	85
Drosophila_simulans	rna-XM_044922803.1	356	2	178
Drosophila_simulans	rna-XM_016179487.3	276	2	138
Drosophila_simulans	rna-XM_016174480.3	243	2	121.5
Drosophila_simulans	rna-XM_016183343.3	174	2	87
Drosophila_simulans	rna-XM_016184449.3	81	2	40.5
Drosophila_simulans	rna-XM_002078545.4	32	2	16
Drosophila_simulans	rna-XM_002103892.4	144	2	72
Drosophila_simulans	rna-XM_016169546.3	117	2	58.5
Drosophila_simulans	rna-XM_016184071.2	64	2	32
Drosophila_simulans	rna-XM_039292519.2	202	2	101
Drosophila_simulans	rna-XM_002085332.4	73	2	36.5
Drosophila_simulans	rna-XM_039294842.2	190	2	95
Drosophila_simulans	rna-XM_016175108.3	264	2	132
Drosophila_simulans	rna-XM_016183978.3	98	2	49
Drosophila_simulans	rna-XM_002078745.4	210	2	105
Drosophila_simulans	rna-XM_002084608.4	576	2	288
Drosophila_simulans	rna-XM_002078912.4	32	2	16
Drosophila_simulans	rna-XM_002105071.4	311	2	155.5
Drosophila_simulans	rna-XM_016173723.2	96	2	48
Drosophila_simulans	rna-XM_002104166.4	226	2	113
Drosophila_simulans	rna-XM_016177611.3	209	2	104.5
Drosophila_simulans	rna-XM_016181672.3	21	2	10.5
Drosophila_simulans	rna-XM_039292014.2	139	2	69.5
Drosophila_simulans	rna-XM_039298639.2	241	2	120.5
Drosophila_simulans	rna-XM_016169255.3	125	2	62.5
Drosophila_simulans	rna-XM_002084419.4	265	2	132.5
Drosophila_simulans	rna-XM_016178704.3	16	2	8
Drosophila_simulans	rna-XM_002106883.4	219	2	109.5
Drosophila_simulans	rna-XM_002103726.4	81	2	40.5
Drosophila_simulans	rna-XM_002078256.4	74	2	37
Drosophila_simulans	rna-XM_002081984.4	16	2	8
Drosophila_simulans	rna-XM_002105562.4	158	2	79
Drosophila_simulans	rna-XM_016184840.3	253	2	126.5
Drosophila_simulans	rna-XM_002079195.4	27	1	27
Drosophila_simulans	rna-XM_016178504.3	108	2	54
Drosophila_simulans	rna-XM_016178698.2	53	2	26.5
Drosophila_simulans	rna-XM_002076959.4	126	2	63
Drosophila_simulans	rna-XM_016176658.3	338	2	169
Drosophila_simulans	rna-XM_002104756.4	319	2	159.5
Drosophila_simulans	rna-XM_002102570.4	14	2	7
Drosophila_simulans	rna-XM_039296616.2	71	1	71
Drosophila_simulans	rna-XM_002082844.4	408	2	204
Drosophila_simulans	rna-XM_002102252.3	117	2	58.5
Drosophila_simulans	rna-XM_016175565.2	343	2	171.5
Drosophila_simulans	rna-XM_002106018.4	207	2	103.5
Drosophila_simulans	rna-XM_016173500.3	2	2	1
Drosophila_simulans	rna-XM_016181463.3	397	2	198.5
Drosophila_simulans	rna-XM_002082555.4	45	2	22.5
Drosophila_simulans	rna-XM_016168088.3	112	2	56
Drosophila_simulans	rna-XM_016171695.3	56	2	28
Drosophila_simulans	rna-XM_016172226.3	102	2	51
Drosophila_simulans	rna-XM_016170839.3	347	2	173.5
Drosophila_simulans	rna-XM_002081825.4	67	2	33.5
Drosophila_simulans	rna-XM_016174271.3	16	2	8
Drosophila_simulans	rna-XM_002082390.4	385	2	192.5
Drosophila_simulans	rna-XM_016174753.2	289	2	144.5
Drosophila_simulans	rna-XM_002102916.3	181	2	90.5
Drosophila_simulans	rna-XM_002082787.4	288	2	144
Drosophila_simulans	rna-XM_002082755.4	220	2	110
Drosophila_simulans	rna-XM_002105464.4	118	2	59
Drosophila_simulans	rna-XM_016181457.3	359	2	179.5
Drosophila_simulans	rna-XM_016176862.2	69	2	34.5
Drosophila_simulans	rna-XM_002102644.4	199	2	99.5
Drosophila_simulans	rna-XM_002083433.4	55	2	27.5
Drosophila_simulans	rna-XM_016171489.3	145	2	72.5
Drosophila_simulans	rna-XM_016173817.3	126	2	63
Drosophila_simulans	rna-XM_016180835.3	66	2	33
Drosophila_simulans	rna-XM_016180867.3	2	2	1
Drosophila_simulans	rna-XM_002103268.4	295	2	147.5
Drosophila_simulans	rna-XM_016171191.3	171	2	85.5
Drosophila_simulans	rna-XM_002076807.4	232	2	116
Drosophila_simulans	rna-XM_016168527.2	285	2	142.5
Drosophila_simulans	rna-XM_039294811.2	195	2	97.5
Drosophila_simulans	rna-XM_002079978.4	71	2	35.5
Drosophila_simulans	rna-XM_039297148.1	41	2	20.5
Drosophila_simulans	rna-XM_002085882.1	123	2	61.5
Drosophila_simulans	rna-XM_016180853.3	33	2	16.5
Drosophila_simulans	rna-XM_016180446.3	10	2	5
Drosophila_simulans	rna-XM_002083976.4	141	2	70.5
Drosophila_simulans	rna-XM_016172158.3	32	2	16
Drosophila_simulans	rna-XM_016169149.3	253	2	126.5
Drosophila_simulans	rna-XM_016167817.3	65	2	32.5
Drosophila_simulans	rna-XM_016178205.2	12	2	6
Drosophila_simulans	rna-XM_016177892.3	134	2	67
Drosophila_simulans	rna-XM_016181033.3	33	2	16.5
Drosophila_simulans	rna-XM_016183177.3	18	2	9
Drosophila_simulans	rna-XM_002080240.3	20	2	10
Drosophila_simulans	rna-XM_002077612.4	165	2	82.5
Drosophila_simulans	rna-XM_039293012.2	21	1	21
Drosophila_simulans	rna-XM_002083487.4	168	2	84
Drosophila_simulans	rna-XM_002084041.4	18	2	9
Drosophila_simulans	rna-XM_002105307.4	198	2	99
Drosophila_simulans	rna-XM_016172568.3	334	2	167
Drosophila_simulans	rna-XM_016177115.3	449	2	224.5
Drosophila_simulans	rna-XM_002106716.3	21	2	10.5
Drosophila_simulans	rna-XM_002080389.4	36	2	18
Drosophila_simulans	rna-XM_016169376.3	109	2	54.5
Drosophila_simulans	rna-XM_002104808.4	217	2	108.5
Drosophila_simulans	rna-XM_002104471.4	235	2	117.5
Drosophila_simulans	rna-XM_016176430.2	317	2	158.5
Drosophila_simulans	rna-XM_016168342.3	61	2	30.5
Drosophila_simulans	rna-XM_016170605.3	300	2	150
Drosophila_simulans	rna-XM_039296377.2	38	2	19
Drosophila_simulans	rna-XM_002082306.4	421	2	210.5
Drosophila_simulans	rna-XM_039296648.2	126	2	63
Drosophila_simulans	rna-XM_002083842.4	411	2	205.5
Drosophila_simulans	rna-XM_039295326.2	19	1	19
Drosophila_simulans	rna-XM_016177090.3	424	2	212
Drosophila_simulans	rna-XM_016169164.2	320	2	160
Drosophila_simulans	rna-XM_002082920.4	261	2	130.5
Drosophila_simulans	rna-XM_002085427.4	105	2	52.5
Drosophila_simulans	rna-XM_039297219.2	8	2	4
Drosophila_simulans	rna-XM_039291049.2	20	2	10
Drosophila_simulans	rna-XM_039293810.2	56	1	56
Drosophila_simulans	rna-XM_016167796.3	67	2	33.5
Drosophila_simulans	rna-XM_016181612.2	232	2	116
Drosophila_simulans	rna-XM_002102426.4	171	2	85.5
Drosophila_simulans	rna-XM_002079691.4	98	2	49
Drosophila_simulans	rna-XM_016178231.3	98	2	49
Drosophila_simulans	rna-XM_016184863.3	94	2	47
Drosophila_simulans	rna-XM_002082661.4	34	2	17
Drosophila_simulans	rna-XM_039298455.2	121	2	60.5
Drosophila_simulans	rna-XM_016172850.3	205	2	102.5
Drosophila_simulans	rna-XM_016173484.3	222	2	111
Drosophila_simulans	rna-XM_002102282.4	146	2	73
Drosophila_simulans	rna-XM_002079306.4	123	2	61.5
Drosophila_simulans	rna-XM_016167566.3	76	2	38
Drosophila_simulans	rna-XM_002076463.4	140	2	70
Drosophila_simulans	rna-XM_016171751.3	296	2	148
Drosophila_simulans	rna-XM_002106624.3	72	2	36
Drosophila_simulans	rna-XM_016177886.3	154	2	77
Drosophila_simulans	rna-XM_016170526.3	162	2	81
Drosophila_simulans	rna-XM_039298487.2	236	2	118
Drosophila_simulans	rna-XM_016183246.3	47	2	23.5
Drosophila_simulans	rna-XM_016168314.3	58	2	29
Drosophila_simulans	rna-XM_016172171.3	111	2	55.5
Drosophila_simulans	rna-XM_016171720.3	145	2	72.5
Drosophila_simulans	rna-XM_002081968.4	13	2	6.5
Drosophila_simulans	rna-XM_016168808.3	198	2	99
Drosophila_simulans	rna-XM_039291123.2	21	2	10.5
Drosophila_simulans	rna-XM_002085915.4	53	2	26.5
Drosophila_simulans	rna-XM_002076457.4	208	2	104
Drosophila_simulans	rna-XM_039298433.2	176	2	88
Drosophila_simulans	rna-XM_002079661.4	52	2	26
Drosophila_simulans	rna-XM_002079951.4	121	2	60.5
Drosophila_simulans	rna-XM_039297317.2	89	2	44.5
Drosophila_simulans	rna-XM_016184893.3	14	2	7
Drosophila_simulans	rna-XM_016173566.3	22	2	11
Drosophila_simulans	rna-XM_002083308.4	14	2	7
Drosophila_simulans	rna-XM_002081177.3	271	2	135.5
Drosophila_simulans	rna-XM_002080233.4	33	2	16.5
Drosophila_simulans	rna-XM_016172798.3	63	2	31.5
Drosophila_simulans	rna-XM_016176825.3	281	2	140.5
Drosophila_simulans	rna-XM_002079920.4	184	2	92
Drosophila_simulans	rna-XM_002103298.4	350	2	175
Drosophila_simulans	rna-XM_039294248.2	177	2	88.5
Drosophila_simulans	rna-XM_002082978.4	155	2	77.5
Drosophila_simulans	rna-XM_016172052.3	86	2	43
Drosophila_simulans	rna-XM_039297067.2	252	2	126
Drosophila_simulans	rna-XM_039291527.2	350	2	175
Drosophila_simulans	rna-XM_016169023.3	446	2	223
Drosophila_simulans	rna-XM_039296881.2	42	1	42
Drosophila_simulans	rna-XM_039292388.2	40	2	20
Drosophila_simulans	rna-XM_016173582.3	164	2	82
Drosophila_simulans	rna-XM_016169908.3	264	2	132
Drosophila_simulans	rna-XM_016181669.3	7	2	3.5
Drosophila_simulans	rna-XM_016171416.2	411	2	205.5
Drosophila_simulans	rna-XM_039293044.2	293	2	146.5
Drosophila_simulans	rna-XM_002106928.4	334	2	167
Drosophila_simulans	rna-XM_016169802.2	146	2	73
Drosophila_simulans	rna-XM_002085235.4	264	2	132
Drosophila_simulans	rna-XM_016184407.3	2	2	1
Drosophila_simulans	rna-XM_016168064.3	20	1	20
Drosophila_simulans	rna-XM_002104094.4	370	2	185
Drosophila_simulans	rna-XM_002085399.4	51	2	25.5
Drosophila_simulans	rna-XM_039292885.2	66	2	33
Drosophila_simulans	rna-XM_039295073.2	149	1	149
Drosophila_simulans	rna-XM_016178480.3	18	2	9
Drosophila_simulans	rna-XM_002080913.4	65	2	32.5
Drosophila_simulans	rna-XM_002078170.4	25	2	12.5
Drosophila_simulans	rna-XM_016178047.3	142	2	71
Drosophila_simulans	rna-XM_002084283.4	2	2	1
Drosophila_simulans	rna-XM_002102266.4	143	2	71.5
Drosophila_simulans	rna-XM_016167582.3	62	2	31
Drosophila_simulans	rna-XM_016172134.3	16	2	8
Drosophila_simulans	rna-XM_016180354.3	133	2	66.5
Drosophila_simulans	rna-XM_002079555.4	82	2	41
Drosophila_simulans	rna-XM_016178050.3	148	2	74
Drosophila_simulans	rna-XM_016184005.3	92	2	46
Drosophila_simulans	rna-XM_002077770.4	487	2	243.5
Drosophila_simulans	rna-XM_002104088.4	393	2	196.5
Drosophila_simulans	rna-XM_039297483.2	79	1	79
Drosophila_simulans	rna-XM_016184148.3	32	2	16
Drosophila_simulans	rna-XM_002082812.4	340	2	170
Drosophila_simulans	rna-XM_016178021.3	14	2	7
Drosophila_simulans	rna-XM_016174024.3	140	2	70
Drosophila_simulans	rna-XM_016171352.2	529	2	264.5
Drosophila_simulans	rna-XM_016171933.3	85	2	42.5
Drosophila_simulans	rna-XM_016184014.3	315	2	157.5
Drosophila_simulans	rna-XM_002085711.4	221	2	110.5
Drosophila_simulans	rna-XM_016175409.3	136	2	68
Drosophila_simulans	rna-XM_016168182.3	281	2	140.5
Drosophila_simulans	rna-XM_039295966.2	21	2	10.5
Drosophila_simulans	rna-XM_016179216.3	317	2	158.5
Drosophila_simulans	rna-XM_002107078.4	106	2	53
Drosophila_simulans	rna-XM_002083093.4	166	2	83
Drosophila_simulans	rna-XM_016171683.3	163	2	81.5
Drosophila_simulans	rna-XM_002082360.4	420	2	210
Drosophila_simulans	rna-XM_039291541.2	55	2	27.5
Drosophila_simulans	rna-XM_002105058.4	287	2	143.5
Drosophila_simulans	rna-XM_002079787.4	111	2	55.5
Drosophila_simulans	rna-XM_039292394.2	176	2	88
Drosophila_simulans	rna-XM_039295982.2	15	2	7.5
Drosophila_simulans	rna-XM_002076055.4	458	2	229
Drosophila_simulans	rna-XM_002076805.3	226	2	113
Drosophila_simulans	rna-XM_016183938.3	58	2	29
Drosophila_simulans	rna-XM_002080376.4	12	2	6
Drosophila_simulans	rna-XM_016169389.3	18	2	9
Drosophila_simulans	rna-XM_002106895.4	246	2	123
Drosophila_simulans	rna-XM_039298063.2	226	2	113
Drosophila_simulans	rna-XM_002085372.4	4	2	2
Drosophila_simulans	rna-XM_002103605.4	275	2	137.5
Drosophila_simulans	rna-XM_039295632.2	419	2	209.5
Drosophila_simulans	rna-XM_039290986.2	10	2	5
Drosophila_simulans	rna-XM_016168532.3	351	2	175.5
Drosophila_simulans	rna-XM_002104196.4	167	2	83.5
Drosophila_simulans	rna-XM_016176115.2	168	2	84
Drosophila_simulans	rna-XM_016172784.3	102	2	51
Drosophila_simulans	rna-XM_016184364.3	81	1	81
Drosophila_simulans	rna-XM_016168166.3	283	2	141.5
Drosophila_simulans	rna-XM_002106398.4	228	2	114
Drosophila_simulans	rna-XM_016175288.3	14	2	7
Drosophila_simulans	rna-XM_039298057.2	232	2	116
Drosophila_simulans	rna-XM_016179686.3	220	2	110
Drosophila_simulans	rna-XM_016171213.3	64	2	32
Drosophila_simulans	rna-XM_016173498.3	4	2	2
Drosophila_simulans	rna-XM_016177263.1	176	2	88
Drosophila_simulans	rna-XM_002103614.4	281	2	140.5
Drosophila_simulans	rna-XM_016168732.3	38	2	19
Drosophila_simulans	rna-XM_016176671.3	196	2	98
Drosophila_simulans	rna-XM_016172584.3	261	2	130.5
Drosophila_simulans	rna-XM_039296176.1	26	2	13
Drosophila_simulans	rna-XM_002076216.3	374	2	187
Drosophila_simulans	rna-XM_039291334.2	194	2	97
Drosophila_simulans	rna-XM_016175949.3	10	2	5
Drosophila_simulans	rna-XM_016182487.3	269	2	134.5
Drosophila_simulans	rna-XM_016169273.3	39	2	19.5
Drosophila_simulans	rna-XM_016182040.3	88	2	44
Drosophila_simulans	rna-XM_002082827.4	374	2	187
Drosophila_simulans	rna-XM_016167759.3	175	2	87.5
Drosophila_simulans	rna-XM_002105176.4	448	2	224
Drosophila_simulans	rna-XM_002081563.4	211	2	105.5
Drosophila_simulans	rna-XM_002081691.3	255	2	127.5
Drosophila_simulans	rna-XM_002082203.4	246	2	123
Drosophila_simulans	rna-XM_016182976.3	50	2	25
Drosophila_simulans	rna-XM_016169107.3	59	2	29.5
Drosophila_simulans	rna-XM_002103310.4	315	2	157.5
Drosophila_simulans	rna-XM_016167559.3	98	2	49
Drosophila_simulans	rna-XM_002078502.4	63	2	31.5
Drosophila_simulans	rna-XM_002106127.4	16	2	8
Drosophila_simulans	rna-XM_016173230.3	6	2	3
Drosophila_simulans	rna-XM_002077013.4	32	2	16
Drosophila_simulans	rna-XM_002102641.4	174	2	87
Drosophila_simulans	rna-XM_002103862.4	84	2	42
Drosophila_simulans	rna-XM_039297992.2	52	1	52
Drosophila_simulans	rna-XM_016178905.3	30	2	15
Drosophila_simulans	rna-XM_039294814.2	136	2	68
Drosophila_simulans	rna-XM_016184660.3	338	2	169
Drosophila_simulans	rna-XM_016171000.3	265	2	132.5
Drosophila_simulans	rna-XM_002081557.4	212	2	106
Drosophila_simulans	rna-XM_039294308.2	30	2	15
Drosophila_simulans	rna-XM_016167169.3	182	2	91
Drosophila_simulans	rna-XM_002083248.4	110	2	55
Drosophila_simulans	rna-XM_016183951.3	283	2	141.5
Drosophila_simulans	rna-XM_002103886.4	132	2	66
Drosophila_simulans	rna-XM_002076936.3	32	2	16
Drosophila_simulans	rna-XM_039296029.2	145	2	72.5
Drosophila_simulans	rna-XM_044923211.1	5	2	2.5
Drosophila_simulans	rna-XM_002082573.4	28	2	14
Drosophila_simulans	rna-XM_002077888.4	550	2	275
Drosophila_simulans	rna-XM_039293265.2	552	2	276
Drosophila_simulans	rna-XM_016184494.2	69	2	34.5
Drosophila_simulans	rna-XM_016174729.3	179	2	89.5
Drosophila_simulans	rna-XM_016167910.3	232	2	116
Drosophila_simulans	rna-XM_002080718.4	207	2	103.5
Drosophila_simulans	rna-XM_016175800.3	20	2	10
Drosophila_simulans	rna-XM_016177757.2	239	2	119.5
Drosophila_simulans	rna-XM_002102730.4	350	2	175
Drosophila_simulans	rna-XM_002078415.4	240	2	120
Drosophila_simulans	rna-XM_002102259.4	131	2	65.5
Drosophila_simulans	rna-XM_016178234.3	90	2	45
Drosophila_simulans	rna-XM_044922435.1	5	1	5
Drosophila_simulans	rna-XM_016182842.3	228	2	114
Drosophila_simulans	rna-XM_002078239.3	123	2	61.5
Drosophila_simulans	rna-XM_016173169.3	49	1	49
Drosophila_simulans	rna-XM_002103060.4	4	2	2
Drosophila_simulans	rna-XM_016183306.3	2	2	1
Drosophila_simulans	rna-XM_002104202.4	155	2	77.5
Drosophila_simulans	rna-XM_016180960.3	105	2	52.5
Drosophila_simulans	rna-XM_002082773.4	254	2	127
Drosophila_simulans	rna-XM_002104311.4	71	2	35.5
Drosophila_simulans	rna-XM_002076900.4	108	2	54
Drosophila_simulans	rna-XM_002081978.3	4	2	2
Drosophila_simulans	rna-XM_002084505.3	461	2	230.5
Drosophila_simulans	rna-XM_039291628.2	82	2	41
Drosophila_simulans	rna-XM_016183254.2	85	2	42.5
Drosophila_simulans	rna-XM_039294516.1	143	2	71.5
Drosophila_simulans	rna-XM_016169703.3	609	2	304.5
Drosophila_simulans	rna-XM_002078272.4	46	2	23
Drosophila_simulans	rna-XM_002080518.4	316	2	158
Drosophila_simulans	rna-XM_039295493.2	68	2	34
Drosophila_simulans	rna-XM_002079246.4	155	2	77.5
Drosophila_simulans	rna-XM_016180621.3	64	2	32
Drosophila_simulans	rna-XM_016180179.2	74	2	37
Drosophila_simulans	rna-XM_002081981.4	10	2	5
Drosophila_simulans	rna-XM_002078429.4	211	2	105.5
Drosophila_simulans	rna-XM_016173970.2	261	2	130.5
Drosophila_simulans	rna-XM_016184525.3	271	2	135.5
Drosophila_simulans	rna-XM_016171096.3	66	2	33
Drosophila_simulans	rna-XM_016176330.3	109	2	54.5
Drosophila_simulans	rna-XM_016183165.3	34	2	17
Drosophila_simulans	rna-XM_016178889.3	92	2	46
Drosophila_simulans	rna-XM_016170115.3	484	2	242
Drosophila_simulans	rna-XM_002081631.4	280	2	140
Drosophila_simulans	rna-XM_039297979.2	125	2	62.5
Drosophila_simulans	rna-XM_039291371.2	117	2	58.5
Drosophila_simulans	rna-XM_016169352.3	204	2	102
Drosophila_simulans	rna-XM_002085810.3	27	2	13.5
Drosophila_simulans	rna-XM_002084922.4	42	2	21
Drosophila_simulans	rna-XM_002102864.4	299	2	149.5
Drosophila_simulans	rna-XM_016180378.3	263	2	131.5
Drosophila_simulans	rna-XM_002083936.4	235	2	117.5
Drosophila_simulans	rna-XM_016168846.1	434	2	217
Drosophila_simulans	rna-XM_016174715.3	78	2	39
Drosophila_simulans	rna-XM_016176593.3	42	2	21
Drosophila_simulans	rna-XM_016178501.3	106	2	53
Drosophila_simulans	rna-XM_002105074.4	317	2	158.5
Drosophila_simulans	rna-XM_016182313.3	65	2	32.5
Drosophila_simulans	rna-XM_016171538.3	81	2	40.5
Drosophila_simulans	rna-XM_039296004.2	194	1	194
Drosophila_simulans	rna-XM_016176793.3	121	2	60.5
Drosophila_simulans	rna-XM_016179874.2	277	2	138.5
Drosophila_simulans	rna-XM_002079688.4	106	2	53
Drosophila_simulans	rna-XM_002105091.3	363	2	181.5
Drosophila_simulans	rna-XM_016180125.3	4	2	2
Drosophila_simulans	rna-XM_016174704.3	34	2	17
Drosophila_simulans	rna-XM_002084379.4	113	1	113
Drosophila_simulans	rna-XM_002076996.4	212	2	106
Drosophila_simulans	rna-XM_016178271.3	61	2	30.5
Drosophila_simulans	rna-XM_016183533.3	124	2	62
Drosophila_simulans	rna-XM_016174402.3	110	2	55
Drosophila_simulans	rna-XM_002078367.4	140	2	70
Drosophila_simulans	rna-XM_016179989.3	222	2	111
Drosophila_simulans	rna-XM_002078335.4	76	2	38
Drosophila_simulans	rna-XM_044923157.1	389	2	194.5
Drosophila_simulans	rna-XM_002085742.4	159	2	79.5
Drosophila_simulans	rna-XM_016179639.3	2	2	1
Drosophila_simulans	rna-XM_039295710.2	3	1	3
Drosophila_simulans	rna-XM_002085626.4	376	2	188
Drosophila_simulans	rna-XM_039293988.1	33	1	33
Drosophila_simulans	rna-XM_044923185.1	85	2	42.5
Drosophila_simulans	rna-XM_016171188.3	191	2	95.5
Drosophila_simulans	rna-XM_044922818.1	54	1	54
Drosophila_simulans	rna-XM_016175896.3	48	2	24
Drosophila_simulans	rna-XM_002078353.4	111	2	55.5
Drosophila_simulans	rna-XM_016184643.3	121	2	60.5
Drosophila_simulans	rna-XM_002079218.4	88	2	44
Drosophila_simulans	rna-XM_016183555.3	39	2	19.5
Drosophila_simulans	rna-XM_016183733.3	91	2	45.5
Drosophila_simulans	rna-XM_039295510.2	74	2	37
Drosophila_simulans	rna-XM_016168159.3	262	2	131
Drosophila_simulans	rna-XM_016183844.3	228	2	114
Drosophila_simulans	rna-XM_016170892.3	526	2	263
Drosophila_simulans	rna-XM_016183587.3	118	2	59
Drosophila_simulans	rna-XM_002106930.4	334	2	167
Drosophila_simulans	rna-XM_016172459.3	88	2	44
Drosophila_simulans	rna-XM_039293387.2	37	1	37
Drosophila_simulans	rna-XM_016175906.3	147	2	73.5
Drosophila_simulans	rna-XM_002079532.3	104	2	52
Drosophila_simulans	rna-XM_039293790.2	112	2	56
Drosophila_simulans	rna-XM_039298492.2	171	2	85.5
Drosophila_simulans	rna-XM_016183826.3	36	2	18
Drosophila_simulans	rna-XM_002083764.4	556	2	278
Drosophila_simulans	rna-XM_016181904.2	279	2	139.5
