GO.ID	Term	Annotated	Significant	Expected	classicFisher	holm	hochberg	hommel	bonferroni	BH	BY	fdr	none	FoldChange	ontology
GO:0010522	regulation of calcium ion transport into...	33	2	0.09	0.00336	0.09072	0.00781	0.00781	0.168	0.00620238095238095	0.0279057854913051	0.00620238095238095	0.00336	22.2222222222222	BP
GO:0050918	positive chemotaxis	33	2	0.09	0.00336	0.09072	0.00781	0.00781	0.168	0.00620238095238095	0.0279057854913051	0.00620238095238095	0.00336	22.2222222222222	BP
GO:0060402	calcium ion transport into cytosol	33	2	0.09	0.00336	0.09072	0.00781	0.00781	0.168	0.00620238095238095	0.0279057854913051	0.00620238095238095	0.00336	22.2222222222222	BP
GO:0022836	gated channel activity	760	7	2.02	0.00388	0.16296	0.071	0.071	0.194	0.0194	0.0872845835635908	0.0194	0.00388	3.46534653465347	MF
GO:0022839	monoatomic ion gated channel activity	760	7	2.02	0.00388	0.16296	0.071	0.071	0.194	0.0194	0.0872845835635908	0.0194	0.00388	3.46534653465347	MF
GO:0007269	neurotransmitter secretion	403	5	1.05	0.00399	0.09576	0.00781	0.00781	0.1995	0.00620238095238095	0.0279057854913051	0.00620238095238095	0.00399	4.76190476190476	BP
GO:0099643	signal release from synapse	403	5	1.05	0.00399	0.09576	0.00781	0.00781	0.1995	0.00620238095238095	0.0279057854913051	0.00620238095238095	0.00399	4.76190476190476	BP
GO:0008592	regulation of Toll signaling pathway	122	3	0.32	0.00400	0.09576	0.00781	0.00781	0.2	0.00620238095238095	0.0279057854913051	0.00620238095238095	0.004	9.375	BP
GO:0017158	regulation of calcium ion-dependent exoc...	37	2	0.1	0.00421	0.09576	0.00781	0.00781	0.2105	0.00620238095238095	0.0279057854913051	0.00620238095238095	0.00421	20	BP
GO:0001505	regulation of neurotransmitter levels	412	5	1.08	0.00438	0.09576	0.00781	0.00781	0.219	0.00620238095238095	0.0279057854913051	0.00620238095238095	0.00438	4.62962962962963	BP
GO:0034452	dynactin binding	39	2	0.1	0.00482	0.1928	0.071	0.071	0.241	0.0198928571428571	0.0895020490517675	0.0198928571428571	0.00482	20	MF
GO:0065008	regulation of biological quality	3403	17	8.88	0.00502	0.09576	0.00781	0.00781	0.251	0.00620238095238095	0.0279057854913051	0.00620238095238095	0.00502	1.91441441441441	BP
GO:0001867	complement activation, lectin pathway	2	1	0.01	0.00521	0.09576	0.00781	0.00781	0.2605	0.00620238095238095	0.0279057854913051	0.00620238095238095	0.00521	100	BP
GO:0001868	regulation of complement activation, lec...	2	1	0.01	0.00521	0.09576	0.00781	0.00781	0.2605	0.00620238095238095	0.0279057854913051	0.00620238095238095	0.00521	100	BP
GO:0006210	thymine catabolic process	2	1	0.01	0.00521	0.09576	0.00781	0.00781	0.2605	0.00620238095238095	0.0279057854913051	0.00620238095238095	0.00521	100	BP
GO:0006212	uracil catabolic process	2	1	0.01	0.00521	0.09576	0.00781	0.00781	0.2605	0.00620238095238095	0.0279057854913051	0.00620238095238095	0.00521	100	BP
GO:0006956	complement activation	2	1	0.01	0.00521	0.09576	0.00781	0.00781	0.2605	0.00620238095238095	0.0279057854913051	0.00620238095238095	0.00521	100	BP
GO:0006968	cellular defense response	2	1	0.01	0.00521	0.09576	0.00781	0.00781	0.2605	0.00620238095238095	0.0279057854913051	0.00620238095238095	0.00521	100	BP
GO:0010185	regulation of cellular defense response	2	1	0.01	0.00521	0.09576	0.00781	0.00781	0.2605	0.00620238095238095	0.0279057854913051	0.00620238095238095	0.00521	100	BP
GO:0019859	thymine metabolic process	2	1	0.01	0.00521	0.09576	0.00781	0.00781	0.2605	0.00620238095238095	0.0279057854913051	0.00620238095238095	0.00521	100	BP
GO:0019860	uracil metabolic process	2	1	0.01	0.00521	0.09576	0.00781	0.00781	0.2605	0.00620238095238095	0.0279057854913051	0.00620238095238095	0.00521	100	BP
GO:0030449	regulation of complement activation	2	1	0.01	0.00521	0.09576	0.00781	0.00781	0.2605	0.00620238095238095	0.0279057854913051	0.00620238095238095	0.00521	100	BP
GO:0002054	nucleobase binding	2	1	0.01	0.00530	0.2067	0.071	0.071	0.265	0.0198928571428571	0.0895020490517675	0.0198928571428571	0.0053	100	MF
GO:0004152	dihydroorotate dehydrogenase activity	2	1	0.01	0.00530	0.2067	0.071	0.071	0.265	0.0198928571428571	0.0895020490517675	0.0198928571428571	0.0053	100	MF
GO:0048499	synaptic vesicle membrane organization	42	2	0.11	0.00539	0.09576	0.00781	0.00781	0.2695	0.00626744186046512	0.028198507876274	0.00626744186046512	0.00539	18.1818181818182	BP
GO:0008332	low voltage-gated calcium channel activi...	42	2	0.11	0.00557	0.2067	0.071	0.071	0.2785	0.0198928571428571	0.0895020490517675	0.0198928571428571	0.00557	18.1818181818182	MF
GO:0050908	detection of light stimulus involved in ...	43	2	0.11	0.00565	0.09576	0.00781	0.00781	0.2825	0.00642045454545455	0.0288869433654105	0.00642045454545455	0.00565	18.1818181818182	BP
GO:0070509	calcium ion import	45	2	0.12	0.00617	0.09576	0.00781	0.00781	0.3085	0.00685555555555556	0.0308445521527695	0.00685555555555556	0.00617	16.6666666666667	BP
GO:0008331	high voltage-gated calcium channel activ...	45	2	0.12	0.00637	0.22932	0.071	0.071	0.3185	0.0212333333333333	0.0955331266838614	0.0212333333333333	0.00637	16.6666666666667	MF
GO:0097090	presynaptic membrane organization	47	2	0.12	0.00671	0.09576	0.00781	0.00781	0.3355	0.00729347826086956	0.032814856326294	0.00729347826086956	0.00671	16.6666666666667	BP
GO:0043005	neuron projection	1948	12	5.42	0.00684	0.3078	0.06468	0.06468	0.342	0.0374807692307692	0.16863367700777	0.0374807692307692	0.00684	2.2140221402214	CC
GO:0098595	perivitelline space	45	2	0.13	0.00698	0.3078	0.06468	0.06468	0.349	0.0374807692307692	0.16863367700777	0.0374807692307692	0.00698	15.3846153846154	CC
GO:0007204	positive regulation of cytosolic calcium...	48	2	0.13	0.00699	0.09576	0.00781	0.00781	0.3495	0.00743617021276596	0.0334568567180029	0.00743617021276596	0.00699	15.3846153846154	BP
GO:0045503	dynein light chain binding	48	2	0.13	0.00722	0.2527	0.071	0.071	0.361	0.0220555555555556	0.0992324732953768	0.0220555555555556	0.00722	15.3846153846154	MF
GO:0009235	cobalamin metabolic process	3	1	0.01	0.00781	0.09576	0.00781	0.00781	0.3905	0.00781	0.0351387936923528	0.00781	0.00781	100	BP
GO:0019482	beta-alanine metabolic process	3	1	0.01	0.00781	0.09576	0.00781	0.00781	0.3905	0.00781	0.0351387936923528	0.00781	0.00781	100	BP
GO:0019483	beta-alanine biosynthetic process	3	1	0.01	0.00781	0.09576	0.00781	0.00781	0.3905	0.00781	0.0351387936923528	0.00781	0.00781	100	BP
GO:0016309	1-phosphatidylinositol-5-phosphate 4-kin...	3	1	0.01	0.00794	0.26996	0.071	0.071	0.397	0.0220555555555556	0.0992324732953768	0.0220555555555556	0.00794	100	MF
GO:0017154	semaphorin receptor activity	3	1	0.01	0.00794	0.26996	0.071	0.071	0.397	0.0220555555555556	0.0992324732953768	0.0220555555555556	0.00794	100	MF
GO:0002116	semaphorin receptor complex	3	1	0.01	0.00832	0.35776	0.06468	0.06468	0.416	0.0374807692307692	0.16863367700777	0.0374807692307692	0.00832	100	CC
GO:0016020	membrane	9751	37	27.12	0.00910	0.3822	0.06468	0.06468	0.455	0.0374807692307692	0.16863367700777	0.0374807692307692	0.0091	1.36430678466077	CC
GO:0045504	dynein heavy chain binding	56	2	0.15	0.00973	0.31136	0.071	0.071	0.4865	0.0251666666666667	0.113230001014624	0.0251666666666667	0.00973	13.3333333333333	MF
GO:0008597	calcium-dependent protein serine/threoni...	4	1	0.01	0.01057	0.32767	0.071	0.071	0.5285	0.0251666666666667	0.113230001014624	0.0251666666666667	0.01057	100	MF
GO:0042806	fucose binding	4	1	0.01	0.01057	0.32767	0.071	0.071	0.5285	0.0251666666666667	0.113230001014624	0.0251666666666667	0.01057	100	MF
GO:0005635	nuclear envelope	320	4	0.89	0.01212	0.49692	0.06468	0.06468	0.606	0.0374807692307692	0.16863367700777	0.0374807692307692	0.01212	4.49438202247191	CC
GO:0005216	monoatomic ion channel activity	954	7	2.53	0.01286	0.37294	0.071	0.071	0.643	0.0292272727272727	0.131499501479355	0.0292272727272727	0.01286	2.76679841897233	MF
GO:0030906	retromer, cargo-selective complex	5	1	0.01	0.01383	0.5532	0.06468	0.06468	0.6915	0.0374807692307692	0.16863367700777	0.0374807692307692	0.01383	100	CC
GO:0035301	Hedgehog signaling complex	5	1	0.01	0.01383	0.5532	0.06468	0.06468	0.6915	0.0374807692307692	0.16863367700777	0.0374807692307692	0.01383	100	CC
GO:0044233	mitochondria-associated endoplasmic reti...	5	1	0.01	0.01383	0.5532	0.06468	0.06468	0.6915	0.0374807692307692	0.16863367700777	0.0374807692307692	0.01383	100	CC
GO:0005261	monoatomic cation channel activity	745	6	1.98	0.01389	0.38892	0.071	0.071	0.6945	0.030195652173913	0.135856439455208	0.030195652173913	0.01389	3.03030303030303	MF
GO:0098793	presynapse	924	7	2.57	0.01400	0.5532	0.06468	0.06468	0.7	0.0374807692307692	0.16863367700777	0.0374807692307692	0.014	2.72373540856031	CC
GO:0048788	cytoskeleton of presynaptic active zone	66	2	0.18	0.01457	0.5532	0.06468	0.06468	0.7285	0.0374807692307692	0.16863367700777	0.0374807692307692	0.01457	11.1111111111111	CC
GO:0099569	presynaptic cytoskeleton	67	2	0.19	0.01499	0.5532	0.06468	0.06468	0.7495	0.0374807692307692	0.16863367700777	0.0374807692307692	0.01499	10.5263157894737	CC
GO:0015267	channel activity	987	7	2.62	0.01526	0.41202	0.071	0.071	0.763	0.0305	0.137225762819047	0.0305	0.01526	2.67175572519084	MF
GO:0022803	passive transmembrane transporter activi...	987	7	2.62	0.01526	0.41202	0.071	0.071	0.763	0.0305	0.137225762819047	0.0305	0.01526	2.67175572519084	MF
GO:0005245	voltage-gated calcium channel activity	73	2	0.19	0.01613	0.41202	0.071	0.071	0.8065	0.0305	0.137225762819047	0.0305	0.01613	10.5263157894737	MF
GO:0005891	voltage-gated calcium channel complex	70	2	0.19	0.01628	0.55352	0.06468	0.06468	0.814	0.0374807692307692	0.16863367700777	0.0374807692307692	0.01628	10.5263157894737	CC
GO:0036126	sperm flagellum	70	2	0.19	0.01628	0.55352	0.06468	0.06468	0.814	0.0374807692307692	0.16863367700777	0.0374807692307692	0.01628	10.5263157894737	CC
GO:0005516	calmodulin binding	368	4	0.98	0.01647	0.41202	0.071	0.071	0.8235	0.0305	0.137225762819047	0.0305	0.01647	4.08163265306122	MF
GO:0097344	Rix1 complex	6	1	0.02	0.01657	0.55352	0.06468	0.06468	0.8285	0.0374807692307692	0.16863367700777	0.0374807692307692	0.01657	50	CC
GO:0097729	9+2 motile cilium	73	2	0.2	0.01763	0.55352	0.06468	0.06468	0.8815	0.0374807692307692	0.16863367700777	0.0374807692307692	0.01763	10	CC
GO:0043025	neuronal cell body	546	5	1.52	0.01787	0.55352	0.06468	0.06468	0.8935	0.0374807692307692	0.16863367700777	0.0374807692307692	0.01787	3.28947368421053	CC
GO:0005656	nuclear pre-replicative complex	7	1	0.02	0.01931	0.55999	0.06468	0.06468	0.9655	0.0374807692307692	0.16863367700777	0.0374807692307692	0.01931	50	CC
GO:0008303	caspase complex	7	1	0.02	0.01931	0.55999	0.06468	0.06468	0.9655	0.0374807692307692	0.16863367700777	0.0374807692307692	0.01931	50	CC
GO:0036387	pre-replicative complex	7	1	0.02	0.01931	0.55999	0.06468	0.06468	0.9655	0.0374807692307692	0.16863367700777	0.0374807692307692	0.01931	50	CC
GO:0042765	GPI-anchor transamidase complex	7	1	0.02	0.01931	0.55999	0.06468	0.06468	0.9655	0.0374807692307692	0.16863367700777	0.0374807692307692	0.01931	50	CC
GO:0005868	cytoplasmic dynein complex	77	2	0.21	0.01949	0.55999	0.06468	0.06468	0.9745	0.0374807692307692	0.16863367700777	0.0374807692307692	0.01949	9.52380952380952	CC
GO:0008140	cAMP response element binding protein bi...	8	1	0.02	0.02104	0.48392	0.071	0.071	1	0.0375714285714286	0.169041571997234	0.0375714285714286	0.02104	50	MF
GO:0044297	cell body	584	5	1.62	0.02313	0.55999	0.06468	0.06468	1	0.0420483870967742	0.189184327693949	0.0420483870967742	0.02313	3.08641975308642	CC
GO:0030904	retromer complex	9	1	0.03	0.02476	0.56948	0.06468	0.06468	1	0.0420483870967742	0.189184327693949	0.0420483870967742	0.02476	33.3333333333333	CC
GO:0045202	synapse	1791	10	4.98	0.02535	0.56948	0.06468	0.06468	1	0.0420483870967742	0.189184327693949	0.0420483870967742	0.02535	2.00803212851406	CC
GO:0008021	synaptic vesicle	228	3	0.63	0.02569	0.56948	0.06468	0.06468	1	0.0420483870967742	0.189184327693949	0.0420483870967742	0.02569	4.76190476190476	CC
GO:0098831	presynaptic active zone cytoplasmic comp...	90	2	0.25	0.02607	0.56948	0.06468	0.06468	1	0.0420483870967742	0.189184327693949	0.0420483870967742	0.02607	8	CC
GO:0046873	metal ion transmembrane transporter acti...	873	6	2.32	0.02783	0.61226	0.071	0.071	1	0.046859375	0.21082995015078	0.046859375	0.02783	2.58620689655172	MF
GO:0042943	D-amino acid transmembrane transporter a...	11	1	0.03	0.02881	0.61226	0.071	0.071	1	0.046859375	0.21082995015078	0.046859375	0.02881	33.3333333333333	MF
GO:0015075	monoatomic ion transmembrane transporter...	1386	8	3.68	0.02935	0.61226	0.071	0.071	1	0.046859375	0.21082995015078	0.046859375	0.02935	2.17391304347826	MF
GO:0005267	potassium channel activity	254	3	0.67	0.02999	0.61226	0.071	0.071	1	0.046859375	0.21082995015078	0.046859375	0.02999	4.47761194029851	MF
GO:0016929	deSUMOylase activity	12	1	0.03	0.03139	0.61226	0.071	0.071	1	0.0471666666666667	0.212212518457871	0.0471666666666667	0.03139	33.3333333333333	MF
GO:0005201	extracellular matrix structural constitu...	107	2	0.28	0.03287	0.61226	0.071	0.071	1	0.0471666666666667	0.212212518457871	0.0471666666666667	0.03287	7.14285714285714	MF
GO:0008324	monoatomic cation transmembrane transpor...	1165	7	3.09	0.03396	0.61226	0.071	0.071	1	0.0471666666666667	0.212212518457871	0.0471666666666667	0.03396	2.26537216828479	MF
GO:0016308	1-phosphatidylinositol-4-phosphate 5-kin...	13	1	0.03	0.03396	0.61226	0.071	0.071	1	0.0471666666666667	0.212212518457871	0.0471666666666667	0.03396	33.3333333333333	MF
GO:0070382	exocytic vesicle	258	3	0.72	0.03517	0.66823	0.06468	0.06468	1	0.0490384615384615	0.220634107937308	0.0490384615384615	0.03517	4.16666666666667	CC
GO:0005955	calcineurin complex	13	1	0.04	0.03557	0.66823	0.06468	0.06468	1	0.0490384615384615	0.220634107937308	0.0490384615384615	0.03557	25	CC
GO:0120025	plasma membrane bounded cell projection	2458	12	6.84	0.03674	0.66823	0.06468	0.06468	1	0.0490384615384615	0.220634107937308	0.0490384615384615	0.03674	1.75438596491228	CC
GO:0002139	stereocilia coupling link	14	1	0.04	0.03825	0.66823	0.06468	0.06468	1	0.0490384615384615	0.220634107937308	0.0490384615384615	0.03825	25	CC
GO:0002141	stereocilia ankle link	14	1	0.04	0.03825	0.66823	0.06468	0.06468	1	0.0490384615384615	0.220634107937308	0.0490384615384615	0.03825	25	CC
GO:0002142	stereocilia ankle link complex	14	1	0.04	0.03825	0.66823	0.06468	0.06468	1	0.0490384615384615	0.220634107937308	0.0490384615384615	0.03825	25	CC
GO:0032420	stereocilium	14	1	0.04	0.03825	0.66823	0.06468	0.06468	1	0.0490384615384615	0.220634107937308	0.0490384615384615	0.03825	25	CC
GO:0032426	stereocilium tip	14	1	0.04	0.03825	0.66823	0.06468	0.06468	1	0.0490384615384615	0.220634107937308	0.0490384615384615	0.03825	25	CC
GO:0016628	oxidoreductase activity, acting on the C...	16	1	0.04	0.04164	0.61226	0.071	0.071	1	0.0550394736842105	0.247633893818842	0.0550394736842105	0.04164	25	MF
GO:0005085	guanyl-nucleotide exchange factor activi...	290	3	0.77	0.04183	0.61226	0.071	0.071	1	0.0550394736842105	0.247633893818842	0.0550394736842105	0.04183	3.8961038961039	MF
GO:0042995	cell projection	2513	12	6.99	0.04249	0.66823	0.06468	0.06468	1	0.0500909090909091	0.225369285583592	0.0500909090909091	0.04249	1.71673819742489	CC
GO:0005765	lysosomal membrane	119	2	0.33	0.04342	0.66823	0.06468	0.06468	1	0.0500909090909091	0.225369285583592	0.0500909090909091	0.04342	6.06060606060606	CC
GO:0030286	dynein complex	119	2	0.33	0.04342	0.66823	0.06468	0.06468	1	0.0500909090909091	0.225369285583592	0.0500909090909091	0.04342	6.06060606060606	CC
GO:0098852	lytic vacuole membrane	119	2	0.33	0.04342	0.66823	0.06468	0.06468	1	0.0500909090909091	0.225369285583592	0.0500909090909091	0.04342	6.06060606060606	CC
GO:0031514	motile cilium	120	2	0.33	0.04408	0.66823	0.06468	0.06468	1	0.0500909090909091	0.225369285583592	0.0500909090909091	0.04408	6.06060606060606	CC
GO:0003993	acid phosphatase activity	17	1	0.05	0.04418	0.61226	0.071	0.071	1	0.0566410256410256	0.254839604932556	0.0566410256410256	0.04418	20	MF
GO:0032421	stereocilium bundle	17	1	0.05	0.04626	0.66823	0.06468	0.06468	1	0.0514	0.231259154390132	0.0514	0.04626	20	CC
GO:0036122	BMP binding	18	1	0.05	0.04672	0.61226	0.071	0.071	1	0.0584	0.262753591758438	0.0584	0.04672	20	MF
GO:0034704	calcium channel complex	125	2	0.35	0.04743	0.66823	0.06468	0.06468	1	0.051554347826087	0.231953596953222	0.051554347826087	0.04743	5.71428571428571	CC
GO:0099503	secretory vesicle	294	3	0.82	0.04862	0.66823	0.06468	0.06468	1	0.0517234042553191	0.232714216542103	0.0517234042553191	0.04862	3.65853658536585	CC
