GO.ID	Term	Annotated	Significant	Expected	classicFisher	holm	hochberg	hommel	bonferroni	BH	BY	fdr	none	FoldChange	ontology
GO:0061057	peptidoglycan recognition protein signal...	179	38	16.05	4.2e-07	3.41e-06	6.7e-07	6.7e-07	2.1e-05	4.77272727272727e-07	2.1473480023845e-06	4.77272727272727e-07	4.2e-07	2.36760124610592	BP
GO:0007617	mating behavior	541	84	48.52	4.5e-07	3.41e-06	6.7e-07	6.7e-07	2.25e-05	5e-07	2.24960266916471e-06	5e-07	4.5e-07	1.73124484748557	BP
GO:0047875	ecdysone oxidase activity	6	6	0.54	5.2e-07	2.392e-05	2.392e-05	2.392e-05	2.6e-05	5.2e-06	2.3395867759313e-05	5.2e-06	5.2e-07	11.1111111111111	MF
GO:0002832	negative regulation of response to bioti...	167	36	14.98	5.7e-07	3.41e-06	6.7e-07	6.7e-07	2.85e-05	6.19565217391304e-07	2.78755113353019e-06	6.19565217391304e-07	5.7e-07	2.40320427236315	BP
GO:0007173	epidermal growth factor receptor signali...	225	44	20.18	6.2e-07	3.41e-06	6.7e-07	6.7e-07	3.1e-05	6.42857142857143e-07	2.89234628892606e-06	6.42857142857143e-07	6.2e-07	2.18037661050545	BP
GO:0038127	ERBB signaling pathway	225	44	20.18	6.2e-07	3.41e-06	6.7e-07	6.7e-07	3.1e-05	6.42857142857143e-07	2.89234628892606e-06	6.42857142857143e-07	6.2e-07	2.18037661050545	BP
GO:0061058	regulation of peptidoglycan recognition ...	147	33	13.18	6.3e-07	3.41e-06	6.7e-07	6.7e-07	3.15e-05	6.42857142857143e-07	2.89234628892606e-06	6.42857142857143e-07	6.3e-07	2.50379362670713	BP
GO:0045475	locomotor rhythm	286	52	25.65	6.7e-07	3.41e-06	6.7e-07	6.7e-07	3.35e-05	6.7e-07	3.01446757668071e-06	6.7e-07	6.7e-07	2.02729044834308	BP
GO:0071212	subsynaptic reticulum	90	24	8.15	9.7e-07	3.88e-05	3.88e-05	3.783e-05	4.85e-05	4.40909090909091e-06	1.98374053553616e-05	4.40909090909091e-06	9.7e-07	2.94478527607362	CC
GO:0005964	phosphorylase kinase complex	23	11	2.08	1.6e-06	6.24e-05	6.24e-05	6.24e-05	8e-05	6.66666666666667e-06	2.99947022555295e-05	6.66666666666667e-06	1.6e-06	5.28846153846154	CC
GO:0005243	gap junction channel activity	13	8	1.17	3.5e-06	0.0001575	0.0001575	0.000154	0.000175	2.91666666666667e-05	0.000131226822367942	2.91666666666667e-05	3.5e-06	6.83760683760684	MF
GO:0005921	gap junction	13	8	1.18	3.8e-06	0.0001444	0.0001444	0.0001444	0.00019	1.46153846153846e-05	6.57576164832762e-05	1.46153846153846e-05	3.8e-06	6.77966101694915	CC
GO:0004709	MAP kinase kinase kinase activity	17	9	1.53	4.6e-06	0.0002024	0.0002024	0.0002024	0.00023	3.28571428571429e-05	0.00014783103254511	3.28571428571429e-05	4.6e-06	5.88235294117647	MF
GO:0016899	oxidoreductase activity, acting on the C...	8	6	0.72	1.2e-05	0.000516	0.000516	0.000492	6e-04	7.5e-05	0.000337440400374707	7.5e-05	1.2e-05	8.33333333333333	MF
GO:0001518	voltage-gated sodium channel complex	71	19	6.43	1.2e-05	0.000444	0.000432	0.000432	6e-04	4e-05	0.000179968213533177	4e-05	1.2e-05	2.95489891135303	CC
GO:0034706	sodium channel complex	71	19	6.43	1.2e-05	0.000444	0.000432	0.000432	6e-04	4e-05	0.000179968213533177	4e-05	1.2e-05	2.95489891135303	CC
GO:0022829	wide pore channel activity	19	9	1.71	1.5e-05	0.00063	0.00063	0.000615	0.00075	8.33333333333333e-05	0.000374933778194119	8.33333333333333e-05	1.5e-05	5.26315789473684	MF
GO:0005248	voltage-gated sodium channel activity	74	19	6.64	2.0e-05	0.00082	0.00082	8e-04	0.001	1e-04	0.000449920533832943	1e-04	2e-05	2.86144578313253	MF
GO:0004706	JUN kinase kinase kinase activity	6	5	0.54	3.2e-05	0.00128	0.00128	0.00128	0.0016	0.000145454545454545	0.000654429867393371	0.000145454545454545	3.2e-05	9.25925925925926	MF
GO:0045179	apical cortex	254	43	22.99	4.5e-05	0.001575	0.001575	0.001395	0.00225	0.000140625	0.000632700750702575	0.000140625	4.5e-05	1.87037842540235	CC
GO:0031256	leading edge membrane	227	39	20.55	7.2e-05	0.002448	0.002448	0.00216	0.0036	0.000211764705882353	0.000952772895175643	0.000211764705882353	7.2e-05	1.8978102189781	CC
GO:0033764	steroid dehydrogenase activity, acting o...	23	9	2.06	9.5e-05	0.003705	0.003705	0.00266	0.00475	0.000395833333333333	0.00178093544642206	0.000395833333333333	9.5e-05	4.36893203883495	MF
GO:0043231	intracellular membrane-bounded organelle	9502	937	860.16	0.00012	0.00396	0.0039	0.00336	0.006	0.00030952380952381	0.00139261117614958	0.00030952380952381	0.00012	1.0893322172619	CC
GO:0004303	estradiol 17-beta-dehydrogenase [NAD(P)]...	19	8	1.71	0.00013	0.00494	0.00494	0.00325	0.0065	5e-04	0.00224960266916471	5e-04	0.00013	4.67836257309941	MF
GO:0014069	postsynaptic density	140	27	12.67	0.00013	0.00416	0.0039	0.00351	0.0065	0.00030952380952381	0.00139261117614958	0.00030952380952381	0.00013	2.1310181531176	CC
GO:0032279	asymmetric synapse	140	27	12.67	0.00013	0.00416	0.0039	0.00351	0.0065	0.00030952380952381	0.00139261117614958	0.00030952380952381	0.00013	2.1310181531176	CC
GO:0098984	neuron to neuron synapse	140	27	12.67	0.00013	0.00416	0.0039	0.00351	0.0065	0.00030952380952381	0.00139261117614958	0.00030952380952381	0.00013	2.1310181531176	CC
GO:0070628	proteasome binding	24	9	2.15	0.00014	0.00518	0.00518	0.0035	0.007	5e-04	0.00224960266916471	5e-04	0.00014	4.18604651162791	MF
GO:0005096	GTPase activator activity	287	45	25.76	0.00016	0.00576	0.00576	0.00384	0.008	0.000533333333333333	0.00239957618044236	0.000533333333333333	0.00016	1.74689440993789	MF
GO:0098798	mitochondrial protein-containing complex	340	51	30.78	0.00023	0.00667	0.00667	0.00575	0.0115	0.000522727272727273	0.00235185733594493	0.000522727272727273	0.00023	1.65692007797271	CC
GO:0016655	oxidoreductase activity, acting on NAD(P...	26	9	2.33	0.00028	0.0098	0.00648	0.00588	0.014	0.000789473684210526	0.0035520042144706	0.000789473684210526	0.00028	3.86266094420601	MF
GO:0004363	glutathione synthase activity	5	4	0.45	0.00030	0.0102	0.00648	0.006	0.015	0.000789473684210526	0.0035520042144706	0.000789473684210526	3e-04	8.88888888888889	MF
GO:0048306	calcium-dependent protein binding	5	4	0.45	0.00030	0.0102	0.00648	0.006	0.015	0.000789473684210526	0.0035520042144706	0.000789473684210526	3e-04	8.88888888888889	MF
GO:1904091	non-ribosomal peptide synthetase activit...	5	4	0.45	0.00030	0.0102	0.00648	0.006	0.015	0.000789473684210526	0.0035520042144706	0.000789473684210526	3e-04	8.88888888888889	MF
GO:0042734	presynaptic membrane	163	29	14.76	0.00032	0.00896	0.00849	0.00736	0.016	0.000695652173913044	0.00312988197449004	0.000695652173913044	0.00032	1.96476964769648	CC
GO:0008047	enzyme activator activity	402	57	36.09	0.00037	0.01147	0.00648	0.0063	0.0185	0.000925	0.00416176493795472	0.000925	0.00037	1.57938487115544	MF
GO:0016229	steroid dehydrogenase activity	27	9	2.42	0.00039	0.0117	0.00648	0.006392	0.0195	0.000928571428571429	0.00417783352844875	0.000928571428571429	0.00039	3.71900826446281	MF
GO:0043227	membrane-bounded organelle	9825	960	889.4	0.00039	0.01053	0.00849	0.00757647058823529	0.0195	0.00078	0.00350938016389695	0.00078	0.00039	1.0793793568698	CC
GO:0005739	mitochondrion	1339	157	121.21	0.00039	0.01053	0.00849	0.00757647058823529	0.0195	0.00078	0.00350938016389695	0.00078	0.00039	1.29527266727168	CC
GO:0003824	catalytic activity	7196	712	645.94	0.00045	0.01305	0.00648	0.00648	0.0225	0.00102272727272727	0.00460146000510964	0.00102272727272727	0.00045	1.10226956064031	MF
GO:0019866	organelle inner membrane	397	56	35.94	0.00058	0.0145	0.00849	0.00812	0.029	0.00111538461538462	0.00501834441582897	0.00111538461538462	0.00058	1.55815247634947	CC
GO:0099572	postsynaptic specialization	195	32	17.65	0.00070	0.0168	0.00849	0.0084	0.035	0.0012962962962963	0.00583230321635296	0.0012962962962963	7e-04	1.81303116147309	CC
GO:0043296	apical junction complex	296	44	26.8	0.00073	0.0168	0.00849	0.00849	0.0365	0.00130357142857143	0.00586503553032229	0.00130357142857143	0.00073	1.64179104477612	CC
GO:0008234	cysteine-type peptidase activity	142	25	12.75	0.00082	0.02296	0.00648	0.00648	0.041	0.0014	0.00629888747366119	0.0014	0.00082	1.96078431372549	MF
GO:0003955	NAD(P)H dehydrogenase (quinone) activity	24	8	2.15	0.00082	0.02296	0.00648	0.00648	0.041	0.0014	0.00629888747366119	0.0014	0.00082	3.72093023255814	MF
GO:0008137	NADH dehydrogenase (ubiquinone) activity	24	8	2.15	0.00082	0.02296	0.00648	0.00648	0.041	0.0014	0.00629888747366119	0.0014	0.00082	3.72093023255814	MF
GO:0050136	NADH dehydrogenase (quinone) activity	24	8	2.15	0.00082	0.02296	0.00648	0.00648	0.041	0.0014	0.00629888747366119	0.0014	0.00082	3.72093023255814	MF
GO:1990380	K48-linked deubiquitinase activity	14	6	1.26	0.00083	0.02296	0.00648	0.00648	0.0415	0.0014	0.00629888747366119	0.0014	0.00083	4.76190476190476	MF
GO:0008440	inositol-1,4,5-trisphosphate 3-kinase ac...	6	4	0.54	0.00084	0.02296	0.00648	0.00648	0.042	0.0014	0.00629888747366119	0.0014	0.00084	7.40740740740741	MF
GO:0050220	prostaglandin-E synthase activity	6	4	0.54	0.00084	0.02296	0.00648	0.00648	0.042	0.0014	0.00629888747366119	0.0014	0.00084	7.40740740740741	MF
GO:0051766	inositol trisphosphate kinase activity	6	4	0.54	0.00084	0.02296	0.00648	0.00648	0.042	0.0014	0.00629888747366119	0.0014	0.00084	7.40740740740741	MF
GO:0072555	17-beta-ketosteroid reductase activity	10	5	0.9	0.00099	0.02296	0.00648	0.00648	0.0495	0.001546875	0.00695970825772833	0.001546875	0.00099	5.55555555555556	MF
GO:0072582	17-beta-hydroxysteroid dehydrogenase (NA...	10	5	0.9	0.00099	0.02296	0.00648	0.00648	0.0495	0.001546875	0.00695970825772833	0.001546875	0.00099	5.55555555555556	MF
GO:0098800	inner mitochondrial membrane protein com...	191	31	17.29	0.00102	0.02244	0.00849	0.00849	0.051	0.00175862068965517	0.00791239559499313	0.00175862068965517	0.00102	1.79294389820706	CC
GO:0017018	myosin phosphatase activity	85	17	7.63	0.00130	0.0234	0.00648	0.00648	0.065	0.00196969696969697	0.0088620711209519	0.00196969696969697	0.0013	2.22804718217562	MF
GO:0005622	intracellular anatomical structure	13189	1254	1193.92	0.00159	0.03339	0.00849	0.00849	0.0795	0.00265	0.011922894146573	0.00265	0.00159	1.05032162958992	CC
GO:0000253	3-keto sterol reductase activity	11	5	0.99	0.00169	0.02873	0.00648	0.00648	0.0845	0.00248529411764706	0.0111818485614364	0.00248529411764706	0.00169	5.05050505050505	MF
GO:0042719	mitochondrial intermembrane space protei...	11	5	1	0.00175	0.035	0.00849	0.00849	0.0875	0.00282258064516129	0.012699369906575	0.00282258064516129	0.00175	5	CC
GO:0005743	mitochondrial inner membrane	381	52	34.49	0.00186	0.03534	0.00849	0.00849	0.093	0.00290625	0.0130758155145199	0.00290625	0.00186	1.50768338648884	CC
GO:0004722	protein serine/threonine phosphatase act...	105	19	9.43	0.00239	0.03824	0.00648	0.00648	0.1195	0.00341428571428571	0.0153615725122962	0.00341428571428571	0.00239	2.01484623541888	MF
GO:0031967	organelle envelope	829	99	75.04	0.00259	0.04662	0.00849	0.00849	0.1295	0.00380882352941176	0.0171366791562841	0.00380882352941176	0.00259	1.31929637526652	CC
GO:0031975	envelope	829	99	75.04	0.00259	0.04662	0.00849	0.00849	0.1295	0.00380882352941176	0.0171366791562841	0.00380882352941176	0.00259	1.31929637526652	CC
GO:0045159	myosin II binding	12	5	1.08	0.00268	0.0402	0.00648	0.00648	0.134	0.00353947368421053	0.0159248188948765	0.00353947368421053	0.00268	4.62962962962963	MF
GO:0005213	structural constituent of egg chorion	4	3	0.36	0.00269	0.0402	0.00648	0.00648	0.1345	0.00353947368421053	0.0159248188948765	0.00353947368421053	0.00269	8.33333333333333	MF
GO:0044547	DNA topoisomerase binding	4	3	0.36	0.00269	0.0402	0.00648	0.00648	0.1345	0.00353947368421053	0.0159248188948765	0.00353947368421053	0.00269	8.33333333333333	MF
GO:0030678	mitochondrial ribonuclease P complex	4	3	0.36	0.00276	0.04662	0.00849	0.00849	0.138	0.00394285714285714	0.0177397239054132	0.00394285714285714	0.00276	8.33333333333333	CC
GO:0004602	glutathione peroxidase activity	23	7	2.06	0.00314	0.0402	0.00648	0.00648	0.157	0.00402564102564103	0.018112185592762	0.00402564102564103	0.00314	3.39805825242718	MF
GO:0048471	perinuclear region of cytoplasm	301	42	27.25	0.00322	0.0483	0.00849	0.00849	0.161	0.00447222222222222	0.0201214460964177	0.00447222222222222	0.00322	1.54128440366972	CC
GO:0004198	calcium-dependent cysteine-type endopept...	8	4	0.72	0.00337	0.0402	0.00648	0.00648	0.1685	0.00417073170731707	0.0187649783623008	0.00417073170731707	0.00337	5.55555555555556	MF
GO:0106310	protein serine kinase activity	260	37	23.34	0.00342	0.0402	0.00648	0.00648	0.171	0.00417073170731707	0.0187649783623008	0.00417073170731707	0.00342	1.58526135389889	MF
GO:0045211	postsynaptic membrane	302	42	27.34	0.00342	0.0483	0.00849	0.00849	0.171	0.00462162162162162	0.0207936246717387	0.00462162162162162	0.00342	1.53621068032187	CC
GO:0016614	oxidoreductase activity, acting on CH-OH...	226	33	20.29	0.00368	0.0402	0.00648	0.00648	0.184	0.00438095238095238	0.019710804339348	0.00438095238095238	0.00368	1.62641695416461	MF
GO:0016881	acid-amino acid ligase activity	30	8	2.69	0.00403	0.0402	0.00648	0.00648	0.2015	0.00468604651162791	0.0210834854807763	0.00468604651162791	0.00403	2.97397769516729	MF
GO:0061174	type I terminal bouton	183	28	16.57	0.00413	0.05369	0.00849	0.00849	0.2065	0.00543421052631579	0.024449629009606	0.00543421052631579	0.00413	1.68980084490042	CC
GO:0003713	transcription coactivator activity	151	24	13.55	0.00420	0.0402	0.00648	0.00648	0.21	0.00477272727272727	0.021473480023845	0.00477272727272727	0.0042	1.77121771217712	MF
GO:0005740	mitochondrial envelope	555	69	50.24	0.00428	0.05369	0.00849	0.00849	0.214	0.00548717948717949	0.0246879472410897	0.00548717948717949	0.00428	1.3734076433121	CC
GO:0003735	structural constituent of ribosome	186	28	16.7	0.00463	0.0402	0.00648	0.00648	0.2315	0.00514444444444444	0.0231459119071836	0.00514444444444444	0.00463	1.67664670658683	MF
GO:0031090	organelle membrane	1881	202	170.28	0.00499	0.05489	0.00849	0.00849	0.2495	0.0062375	0.0280637932978298	0.0062375	0.00499	1.18628141883956	CC
GO:0005744	TIM23 mitochondrial import inner membran...	25	7	2.26	0.00550	0.055	0.00849	0.00849	0.275	0.00652325581395349	0.029349467381428	0.00652325581395349	0.0055	3.09734513274336	CC
GO:0005840	ribosome	204	30	18.47	0.00552	0.055	0.00849	0.00849	0.276	0.00652325581395349	0.029349467381428	0.00652325581395349	0.00552	1.62425554953979	CC
