GO.ID	Term	Annotated	Significant	Expected	classicFisher	holm	hochberg	hommel	bonferroni	BH	BY	fdr	none	FoldChange	ontology
GO:0009453	energy taxis	79	27	6.56	7.8e-11	2.418e-09	2.34e-09	2.34e-09	3.9e-09	1.85714285714286e-10	8.3556670568975e-10	1.85714285714286e-10	7.8e-11	4.11585365853659	BP
GO:0042331	phototaxis	79	27	6.56	7.8e-11	2.418e-09	2.34e-09	2.34e-09	3.9e-09	1.85714285714286e-10	8.3556670568975e-10	1.85714285714286e-10	7.8e-11	4.11585365853659	BP
GO:2001262	positive regulation of semaphorin-plexin...	26	15	2.16	1.9e-10	5.51e-09	5.51e-09	5.32e-09	9.5e-09	4.31818181818182e-10	1.94283866882407e-09	4.31818181818182e-10	1.9e-10	6.94444444444444	BP
GO:2001260	regulation of semaphorin-plexin signalin...	27	15	2.24	3.8e-10	1.064e-08	1.064e-08	9.88e-09	1.9e-08	8.26086956521739e-10	3.71673484470692e-09	8.26086956521739e-10	3.8e-10	6.69642857142857	BP
GO:0045175	basal protein localization	85	27	7.05	5.2e-10	1.404e-08	1.404e-08	1.352e-08	2.6e-08	1.08333333333333e-09	4.87413911652354e-09	1.08333333333333e-09	5.2e-10	3.82978723404255	BP
GO:0008049	male courtship behavior	328	62	27.22	6.8e-10	1.768e-08	1.768e-08	1.7e-08	3.4e-08	1.36e-09	6.11891926012802e-09	1.36e-09	6.8e-10	2.27773695811903	BP
GO:0030714	anterior/posterior axis specification, f...	71	24	5.89	1.1e-09	2.75e-08	2.75e-08	2.64e-08	5.5e-08	2.11538461538462e-09	9.5175497541584e-09	2.11538461538462e-09	1.1e-09	4.07470288624788	BP
GO:0061176	type Ib terminal bouton	71	24	5.92	1.2e-09	5.52e-08	5.52e-08	5.52e-08	6e-08	1.2e-08	5.39904640599531e-08	1.2e-08	1.2e-09	4.05405405405405	CC
GO:0009123	nucleoside monophosphate metabolic proce...	120	32	9.96	2.0e-09	4.8e-08	4.8e-08	4.32666666666667e-08	1e-07	3.7037037037037e-09	1.66637234752942e-08	3.7037037037037e-09	2e-09	3.21285140562249	BP
GO:0051899	membrane depolarization	86	26	7.14	3.5e-09	8.05e-08	8.05e-08	6.65e-08	1.75e-07	6.25e-09	2.81200333645589e-08	6.25e-09	3.5e-09	3.64145658263305	BP
GO:0042058	regulation of epidermal growth factor re...	178	40	14.77	4.9e-09	1.078e-07	1.029e-07	8.82e-08	2.45e-07	8.16666666666667e-09	3.67435102630236e-08	8.16666666666667e-09	4.9e-09	2.708192281652	BP
GO:1901184	regulation of ERBB signaling pathway	178	40	14.77	4.9e-09	1.078e-07	1.029e-07	8.82e-08	2.45e-07	8.16666666666667e-09	3.67435102630236e-08	8.16666666666667e-09	4.9e-09	2.708192281652	BP
GO:0043113	receptor clustering	106	29	8.8	5.9e-09	1.18e-07	1.18e-07	1.003e-07	2.95e-07	9.51612903225806e-09	4.28150185421671e-08	9.51612903225806e-09	5.9e-09	3.29545454545454	BP
GO:0045743	positive regulation of fibroblast growth...	32	15	2.66	8.4e-09	1.596e-07	1.596e-07	1.344e-07	4.2e-07	1.3125e-08	5.90520700655737e-08	1.3125e-08	8.4e-09	5.6390977443609	BP
GO:0045199	maintenance of epithelial cell apical/ba...	37	16	3.07	1.1e-08	1.98e-07	1.98e-07	1.76e-07	5.5e-07	1.66666666666667e-08	7.49867556388237e-08	1.66666666666667e-08	1.1e-08	5.21172638436482	BP
GO:0016336	establishment or maintenance of polarity...	85	25	7.05	1.3e-08	2.21e-07	2.21e-07	1.95e-07	6.5e-07	1.91176470588235e-08	8.60142197033567e-08	1.91176470588235e-08	1.3e-08	3.54609929078014	BP
GO:0040037	negative regulation of fibroblast growth...	43	17	3.57	2.0e-08	3.2e-07	3.2e-07	2.625e-07	1e-06	2.85714285714286e-08	1.28548723952269e-07	2.85714285714286e-08	2e-08	4.76190476190476	BP
GO:0060179	male mating behavior	358	62	29.71	2.2e-08	3.3e-07	3.3e-07	2.78571428571429e-07	1.1e-06	3.05555555555556e-08	1.37475718671177e-07	3.05555555555556e-08	2.2e-08	2.08683944799731	BP
GO:0016335	morphogenesis of larval imaginal disc ep...	89	25	7.39	3.6e-08	5.04e-07	3.7e-07	3.6e-07	1.8e-06	4.86486486486486e-08	2.18880259702513e-07	4.86486486486486e-08	3.6e-08	3.382949932341	BP
GO:0072347	response to anesthetic	75	22	6.22	1.0e-07	1.3e-06	3.7e-07	3.7e-07	5e-06	1.31578947368421e-07	5.92000702411766e-07	1.31578947368421e-07	1e-07	3.53697749196141	BP
GO:0045471	response to ethanol	283	51	23.49	1.1e-07	1.32e-06	3.7e-07	3.7e-07	5.5e-06	1.375e-07	6.18640734020296e-07	1.375e-07	1.1e-07	2.17113665389527	BP
GO:0090288	negative regulation of cellular response...	113	28	9.38	1.1e-07	1.32e-06	3.7e-07	3.7e-07	5.5e-06	1.375e-07	6.18640734020296e-07	1.375e-07	1.1e-07	2.98507462686567	BP
GO:0007617	mating behavior	611	89	50.7	1.2e-07	1.32e-06	3.7e-07	3.7e-07	6e-06	1.46341463414634e-07	6.58420293414062e-07	1.46341463414634e-07	1.2e-07	1.75542406311637	BP
GO:0048149	behavioral response to ethanol	237	45	19.67	1.3e-07	1.32e-06	3.7e-07	3.7e-07	6.5e-06	1.54761904761905e-07	6.96305588074792e-07	1.54761904761905e-07	1.3e-07	2.28774783934926	BP
GO:0071526	semaphorin-plexin signaling pathway	43	16	3.57	1.4e-07	1.32e-06	3.7e-07	3.7e-07	7e-06	1.62790697674419e-07	7.32428776007116e-07	1.62790697674419e-07	1.4e-07	4.48179271708683	BP
GO:0000132	establishment of mitotic spindle orienta...	108	27	8.96	1.5e-07	1.32e-06	3.7e-07	3.7e-07	7.5e-06	1.70454545454545e-07	7.66910000851607e-07	1.70454545454545e-07	1.5e-07	3.01339285714286	BP
GO:0042600	egg chorion	54	18	4.5	1.8e-07	8.1e-06	8.1e-06	7.74e-06	9e-06	1.5e-06	6.74880800749414e-06	1.5e-06	1.8e-07	4	CC
GO:0007415	defasciculation of motor neuron axon	60	19	4.98	2.0e-07	1.32e-06	3.7e-07	3.7e-07	1e-05	2.22222222222222e-07	9.9982340851765e-07	2.22222222222222e-07	2e-07	3.81526104417671	BP
GO:0005964	phosphorylase kinase complex	30	13	2.5	2.8e-07	1.232e-05	1.232e-05	1.148e-05	1.4e-05	2e-06	8.99841067665885e-06	2e-06	2.8e-07	5.2	CC
GO:0045475	locomotor rhythm	325	55	26.97	3.0e-07	1.5e-06	3.7e-07	3.7e-07	1.5e-05	3.26086956521739e-07	1.4671321755422e-06	3.26086956521739e-07	3e-07	2.03930292918057	BP
GO:0097305	response to alcohol	410	65	34.02	3.1e-07	1.5e-06	3.7e-07	3.7e-07	1.55e-05	3.29787234042553e-07	1.48378048391715e-06	3.29787234042553e-07	3.1e-07	1.91064079952969	BP
GO:0035608	protein deglutamylation	22	11	1.83	3.7e-07	1.5e-06	3.7e-07	3.7e-07	1.85e-05	3.7e-07	1.66470597518189e-06	3.7e-07	3.7e-07	6.01092896174863	BP
GO:0035610	protein side chain deglutamylation	22	11	1.83	3.7e-07	1.5e-06	3.7e-07	3.7e-07	1.85e-05	3.7e-07	1.66470597518189e-06	3.7e-07	3.7e-07	6.01092896174863	BP
GO:0032231	regulation of actin filament bundle asse...	51	17	4.23	3.7e-07	1.5e-06	3.7e-07	3.7e-07	1.85e-05	3.7e-07	1.66470597518189e-06	3.7e-07	3.7e-07	4.01891252955083	BP
GO:0071212	subsynaptic reticulum	95	24	7.92	6.4e-07	2.752e-05	2.752e-05	2.56e-05	3.2e-05	3.68181818181818e-06	1.65652560183947e-05	3.68181818181818e-06	6.4e-07	3.03030303030303	CC
GO:0042734	presynaptic membrane	158	33	13.17	7.0e-07	2.94e-05	2.94e-05	2.8e-05	3.5e-05	3.68181818181818e-06	1.65652560183947e-05	3.68181818181818e-06	7e-07	2.50569476082005	CC
GO:0001518	voltage-gated sodium channel complex	77	21	6.42	8.1e-07	3.321e-05	3.24e-05	3.2e-05	4.05e-05	3.68181818181818e-06	1.65652560183947e-05	3.68181818181818e-06	8.1e-07	3.27102803738318	CC
GO:0034706	sodium channel complex	77	21	6.42	8.1e-07	3.321e-05	3.24e-05	3.2e-05	4.05e-05	3.68181818181818e-06	1.65652560183947e-05	3.68181818181818e-06	8.1e-07	3.27102803738318	CC
GO:0045211	postsynaptic membrane	350	56	29.17	1.7e-06	6.63e-05	6.63e-05	6.46e-05	8.5e-05	7.08333333333333e-06	3.18693711465001e-05	7.08333333333333e-06	1.7e-06	1.91978059650326	CC
GO:0047875	ecdysone oxidase activity	7	6	0.58	2.1e-06	9.66e-05	9.66e-05	9.45e-05	0.000105	2.1e-05	9.44833121049179e-05	2.1e-05	2.1e-06	10.3448275862069	MF
GO:0016328	lateral plasma membrane	159	32	13.25	2.4e-06	9.12e-05	9.12e-05	9.12e-05	0.00012	9.23076923076923e-06	4.15311261999639e-05	9.23076923076923e-06	2.4e-06	2.41509433962264	CC
GO:0005248	voltage-gated sodium channel activity	83	21	6.9	2.9e-06	0.0001305	0.0001305	0.0001276	0.000145	2.41666666666667e-05	0.000108730795676294	2.41666666666667e-05	2.9e-06	3.04347826086956	MF
GO:0004709	MAP kinase kinase kinase activity	18	9	1.5	4.5e-06	0.000198	0.000198	0.0001935	0.000225	3.21428571428571e-05	0.000144617314446303	3.21428571428571e-05	4.5e-06	6	MF
GO:0005918	septate junction	167	32	13.92	7.1e-06	0.0002627	0.0002627	0.0002485	0.000355	2.53571428571429e-05	0.000114086992507639	2.53571428571429e-05	7.1e-06	2.29885057471264	CC
GO:0016327	apicolateral plasma membrane	147	29	12.25	1.0e-05	0.00036	0.00036	0.00035	5e-04	3.33333333333333e-05	0.000149973511277648	3.33333333333333e-05	1e-05	2.36734693877551	CC
GO:0005739	mitochondrion	1404	162	117.02	1.1e-05	0.000385	0.000385	0.000385	0.00055	3.4375e-05	0.000154660183505074	3.4375e-05	1.1e-05	1.38437873867715	CC
GO:0033764	steroid dehydrogenase activity, acting o...	20	9	1.66	1.3e-05	0.000559	0.000559	0.000455	0.00065	8.125e-05	0.000365560433739266	8.125e-05	1.3e-05	5.42168674698795	MF
GO:0004181	metallocarboxypeptidase activity	53	15	4.4	1.8e-05	0.000756	0.000756	0.000576	9e-04	1e-04	0.000449920533832943	1e-04	1.8e-05	3.40909090909091	MF
GO:0016899	oxidoreductase activity, acting on the C...	9	6	0.75	2.2e-05	0.000902	0.00088	0.000682	0.0011	1e-04	0.000449920533832943	1e-04	2.2e-05	8	MF
GO:0004706	JUN kinase kinase kinase activity	6	5	0.5	2.2e-05	0.000902	0.00088	0.000682	0.0011	1e-04	0.000449920533832943	1e-04	2.2e-05	10	MF
GO:0070160	tight junction	202	35	16.84	2.7e-05	0.000918	0.000918	0.000864	0.00135	7.94117647058824e-05	0.000357289835690866	7.94117647058824e-05	2.7e-05	2.07838479809976	CC
GO:0004180	carboxypeptidase activity	68	17	5.65	3.0e-05	0.00117	0.00117	0.00087	0.0015	0.000121428571428571	0.000546332076797144	0.000121428571428571	3e-05	3.00884955752212	MF
GO:0016229	steroid dehydrogenase activity	22	9	1.83	3.4e-05	0.001292	0.001258	0.000966666666666667	0.0017	0.000121428571428571	0.000546332076797144	0.000121428571428571	3.4e-05	4.91803278688525	MF
GO:0070628	proteasome binding	22	9	1.83	3.4e-05	0.001292	0.001258	0.000966666666666667	0.0017	0.000121428571428571	0.000546332076797144	0.000121428571428571	3.4e-05	4.91803278688525	MF
GO:0005272	sodium channel activity	158	29	13.13	4.1e-05	0.001476	0.001476	0.00112	0.00205	0.000136666666666667	0.000614891396238355	0.000136666666666667	4.1e-05	2.20868240670221	MF
GO:0004303	estradiol 17-beta-dehydrogenase [NAD(P)]...	18	8	1.5	4.6e-05	0.00161	0.00161	0.001242	0.0023	0.00014375	0.000646760767384855	0.00014375	4.6e-05	5.33333333333333	MF
GO:0016655	oxidoreductase activity, acting on NAD(P...	28	10	2.33	5.0e-05	0.0017	0.0017	0.0013	0.0025	0.000147058823529412	0.000661647843871974	0.000147058823529412	5e-05	4.29184549356223	MF
GO:0003824	catalytic activity	7662	713	636.75	6.5e-05	0.002145	0.002145	0.00156	0.00325	0.000180555555555556	0.000812356519420591	0.000180555555555556	6.5e-05	1.11974872398901	MF
GO:0045179	apical cortex	280	43	23.34	7.0e-05	0.00231	0.00231	0.00164	0.0035	0.000192105263157895	0.000864321025521179	0.000192105263157895	7e-05	1.84233076263925	CC
GO:0043231	intracellular membrane-bounded organelle	10368	944	864.11	7.3e-05	0.002336	0.002336	0.001679	0.00365	0.000192105263157895	0.000864321025521179	0.000192105263157895	7.3e-05	1.09245350707665	CC
GO:0017018	myosin phosphatase activity	87	19	7.23	7.8e-05	0.002496	0.002496	0.001794	0.0039	0.000205263157894737	0.000923521095762356	0.000205263157894737	7.8e-05	2.62793914246196	MF
GO:0031256	leading edge membrane	256	40	21.34	8.4e-05	0.002604	0.002604	0.001848	0.0042	0.00021	0.000944833121049179	0.00021	8.4e-05	1.87441424554827	CC
GO:0008294	calcium- and calmodulin-responsive adeny...	15	7	1.25	9.6e-05	0.002976	0.002976	0.002112	0.0048	0.000239130434782609	0.00107589692873095	0.000239130434782609	9.6e-05	5.6	MF
GO:0003955	NAD(P)H dehydrogenase (quinone) activity	25	9	2.08	0.00011	0.0033	0.00308	0.00231	0.0055	0.000239130434782609	0.00107589692873095	0.000239130434782609	0.00011	4.32692307692308	MF
GO:0008137	NADH dehydrogenase (ubiquinone) activity	25	9	2.08	0.00011	0.0033	0.00308	0.00231	0.0055	0.000239130434782609	0.00107589692873095	0.000239130434782609	0.00011	4.32692307692308	MF
GO:0050136	NADH dehydrogenase (quinone) activity	25	9	2.08	0.00011	0.0033	0.00308	0.00231	0.0055	0.000239130434782609	0.00107589692873095	0.000239130434782609	0.00011	4.32692307692308	MF
GO:0005096	GTPase activator activity	305	45	25.35	0.00012	0.0033	0.00324	0.00252	0.006	0.00025	0.00112480133458236	0.00025	0.00012	1.77514792899408	MF
GO:0014069	postsynaptic density	153	27	12.75	0.00015	0.0045	0.0042	0.00285	0.0075	0.000326086956521739	0.0014671321755422	0.000326086956521739	0.00015	2.11764705882353	CC
GO:0032279	asymmetric synapse	153	27	12.75	0.00015	0.0045	0.0042	0.00285	0.0075	0.000326086956521739	0.0014671321755422	0.000326086956521739	0.00015	2.11764705882353	CC
GO:0098984	neuron to neuron synapse	153	27	12.75	0.00015	0.0045	0.0042	0.00285	0.0075	0.000326086956521739	0.0014671321755422	0.000326086956521739	0.00015	2.11764705882353	CC
GO:0004465	lipoprotein lipase activity	8	5	0.66	0.00018	0.00468	0.00426	0.00300333333333333	0.009	0.00036	0.00161971392179859	0.00036	0.00018	7.57575757575758	MF
GO:0098798	mitochondrial protein-containing complex	374	52	31.17	0.00018	0.00486	0.00486	0.00324	0.009	0.000375	0.00168720200187353	0.000375	0.00018	1.66827077317934	CC
GO:1990380	K48-linked deubiquitinase activity	12	6	1	0.00019	0.00475	0.00426	0.00302857142857143	0.0095	0.000365384615384615	0.00164394041208191	0.000365384615384615	0.00019	6	MF
GO:0016614	oxidoreductase activity, acting on CH-OH...	232	36	19.28	0.00020	0.0048	0.00426	0.00302857142857143	0.01	0.00037037037037037	0.00166637234752942	0.00037037037037037	2e-04	1.86721991701245	MF
GO:0099572	postsynaptic specialization	215	34	17.92	0.00022	0.00572	0.00486	0.00374	0.011	0.00044	0.00197965034886495	0.00044	0.00022	1.89732142857143	CC
GO:0004722	protein serine/threonine phosphatase act...	110	21	9.14	0.00026	0.00598	0.00426	0.00313181818181818	0.013	0.000464285714285714	0.00208891676422438	0.000464285714285714	0.00026	2.29759299781182	MF
GO:0005604	basement membrane	80	17	6.67	0.00027	0.00675	0.00486	0.00432	0.0135	0.000518518518518519	0.00233292128654118	0.000518518518518519	0.00027	2.54872563718141	CC
GO:0005622	intracellular anatomical structure	14373	1268	1197.91	0.00028	0.00675	0.00486	0.0044	0.014	0.000518518518518519	0.00233292128654118	0.000518518518518519	0.00028	1.05851023866568	CC
GO:0005243	gap junction channel activity	13	6	1.08	0.00034	0.00748	0.00426	0.0033125	0.017	0.000586206896551724	0.00263746519833104	0.000586206896551724	0.00034	5.55555555555556	MF
GO:0005921	gap junction	13	6	1.08	0.00034	0.00782	0.00486	0.00464153846153846	0.017	0.000607142857142857	0.00273166038398572	0.000607142857142857	0.00034	5.55555555555556	CC
GO:0072555	17-beta-ketosteroid reductase activity	9	5	0.75	0.00037	0.00777	0.00426	0.00333	0.0185	0.000596774193548387	0.00268500963739014	0.000596774193548387	0.00037	6.66666666666667	MF
GO:0072582	17-beta-hydroxysteroid dehydrogenase (NA...	9	5	0.75	0.00037	0.00777	0.00426	0.00333	0.0185	0.000596774193548387	0.00268500963739014	0.000596774193548387	0.00037	6.66666666666667	MF
GO:0097060	synaptic membrane	442	58	36.84	0.00038	0.00836	0.00486	0.00466916666666667	0.019	0.000640625	0.00288230341986729	0.000640625	0.00038	1.57437567861021	CC
GO:0031090	organelle membrane	2012	209	167.69	0.00040	0.0084	0.00486	0.00470181818181818	0.02	0.000640625	0.00288230341986729	0.000640625	4e-04	1.24634742679945	CC
GO:0031967	organelle envelope	911	105	75.93	0.00041	0.0084	0.00486	0.00470181818181818	0.0205	0.000640625	0.00288230341986729	0.000640625	0.00041	1.38285262741999	CC
GO:0031975	envelope	911	105	75.93	0.00041	0.0084	0.00486	0.00470181818181818	0.0205	0.000640625	0.00288230341986729	0.000640625	0.00041	1.38285262741999	CC
GO:0008047	enzyme activator activity	426	56	35.4	0.00042	0.00798	0.00426	0.00340714285714286	0.021	0.00065625	0.00295260350327869	0.00065625	0.00042	1.5819209039548	MF
GO:0043227	membrane-bounded organelle	10731	964	894.37	0.00048	0.00864	0.00486	0.00478888888888889	0.024	0.000727272727272727	0.00327214933696685	0.000727272727272727	0.00048	1.07785368471662	CC
GO:0098800	inner mitochondrial membrane protein com...	217	33	18.09	0.00055	0.00935	0.00486	0.00484875	0.0275	0.000808823529411765	0.00363906314129586	0.000808823529411765	0.00055	1.82421227197347	CC
GO:0022829	wide pore channel activity	19	7	1.58	0.00056	0.01008	0.00426	0.00371	0.028	0.000848484848484848	0.00381750755979466	0.000848484848484848	0.00056	4.43037974683544	MF
GO:0005213	structural constituent of egg chorion	6	4	0.5	0.00062	0.01054	0.00426	0.00372	0.031	0.000911764705882353	0.00410221663200624	0.000911764705882353	0.00062	8	MF
GO:0042719	mitochondrial intermembrane space protei...	10	5	0.83	0.00071	0.01136	0.00486	0.00486	0.0355	0.00101428571428571	0.00456347970030556	0.00101428571428571	0.00071	6.02409638554217	CC
GO:0005743	mitochondrial inner membrane	418	54	34.84	0.00085	0.01275	0.00486	0.00486	0.0425	0.00118055555555556	0.00531156185775002	0.00118055555555556	0.00085	1.54994259471871	CC
GO:0043195	terminal bouton	325	44	27.09	0.00096	0.01344	0.00486	0.00486	0.048	0.0012972972972973	0.00583680692540034	0.0012972972972973	0.00096	1.62421557770395	CC
GO:0034452	dynactin binding	39	10	3.24	0.00104	0.01664	0.00426	0.00426	0.052	0.00148571428571429	0.006684533645518	0.00148571428571429	0.00104	3.08641975308642	MF
GO:0019866	organelle inner membrane	442	56	36.84	0.00110	0.0143	0.00486	0.00486	0.055	0.00144736842105263	0.00651200772652943	0.00144736842105263	0.0011	1.52008686210641	CC
GO:0000253	3-keto sterol reductase activity	11	5	0.91	0.00119	0.01785	0.00426	0.00426	0.0595	0.00165277777777778	0.00743618660085002	0.00165277777777778	0.00119	5.49450549450549	MF
GO:0003857	3-hydroxyacyl-CoA dehydrogenase activity	7	4	0.58	0.00136	0.01904	0.00426	0.00426	0.068	0.00183783783783784	0.00826880981098381	0.00183783783783784	0.00136	6.89655172413793	MF
GO:0004602	glutathione peroxidase activity	22	7	1.83	0.00151	0.01963	0.00426	0.00426	0.0755	0.00198684210526316	0.00893921060641767	0.00198684210526316	0.00151	3.82513661202186	MF
GO:0045503	dynein light chain binding	48	11	3.99	0.00161	0.01963	0.00426	0.00426	0.0805	0.00206410256410256	0.00928682127526971	0.00206410256410256	0.00161	2.75689223057644	MF
GO:0004568	chitinase activity	35	9	2.91	0.00179	0.01969	0.00426	0.00426	0.0895	0.0022375	0.0100669719445121	0.0022375	0.00179	3.09278350515464	MF
GO:0045504	dynein heavy chain binding	56	12	4.65	0.00186	0.01969	0.00426	0.00426	0.093	0.00226829268292683	0.010205514547918	0.00226829268292683	0.00186	2.58064516129032	MF
GO:0003954	NADH dehydrogenase activity	42	10	3.49	0.00191	0.01969	0.00426	0.00426	0.0955	0.00227380952380952	0.0102303359478681	0.00227380952380952	0.00191	2.86532951289398	MF
GO:0000979	RNA polymerase II core promoter sequence...	23	7	1.91	0.00202	0.01969	0.00426	0.00426	0.101	0.00234883720930233	0.0105679009109598	0.00234883720930233	0.00202	3.66492146596859	MF
GO:0061174	type I terminal bouton	198	29	16.5	0.00207	0.02484	0.00486	0.00486	0.1035	0.00265384615384615	0.0119401987824896	0.00265384615384615	0.00207	1.75757575757576	CC
GO:0008234	cysteine-type peptidase activity	137	22	11.39	0.00208	0.01969	0.00426	0.00426	0.104	0.00236363636363636	0.0106344853451423	0.00236363636363636	0.00208	1.9315188762072	MF
GO:0030678	mitochondrial ribonuclease P complex	4	3	0.33	0.00217	0.02484	0.00486	0.00486	0.1085	0.0027125	0.0122040944802186	0.0027125	0.00217	9.09090909090909	CC
GO:0016491	oxidoreductase activity	1047	113	87.01	0.00236	0.01969	0.00426	0.00426	0.118	0.00262222222222222	0.0117979162205083	0.00262222222222222	0.00236	1.2987012987013	MF
